Video;Editor;Scenestart (HH:MM:SS);Sceneend (HH:MM:SS);Eventtype;Additional Information
7_Video_02;14;00:00:51;00:00:52;dialog;information,victory,blue
7_Video_02;14;00:00:52;00:00:56;mainmenu;rewards,share,link,back,lobby
7_Video_02;14;00:00:56;00:00:56;interaction;back,to,lobby
7_Video_02;14;00:00:56;00:00:57;loadingscreen;load,lobby
7_Video_02;14;00:00:57;00:00:58;mainmenu;menu,play
7_Video_02;14;00:00:58;00:01:03;locationstay;map,forest,chapter
7_Video_02;14;00:01:03;00:01:08;mainmenu;stage,menu
7_Video_02;14;00:01:08;00:01:08;interaction;stage,menu,start
7_Video_02;14;00:01:08;00:01:13;loadingscreen;load,stage
7_Video_02;14;00:01:13;00:01:15;locationstay;stage,gameplay,player,forest
7_Video_02;14;00:01:15;00:01:15;dialog;information,player,turn
7_Video_02;14;00:01:15;00:01:39;locationstay;stage,gameplay,player,forest
7_Video_02;14;00:01:39;00:01:42;teleport;move,next,enemy
7_Video_02;14;00:01:42;00:01:43;interaction;end,turn
7_Video_02;14;00:01:43;00:01:45;dialog;information,enemy,turn,red
7_Video_02;14;00:01:45;00:01:52;locationstay;stage,gameplay,enemy,forest
7_Video_02;14;00:01:52;00:01:53;dialog;information,player,turn,blue
7_Video_02;14;00:01:53;00:02:15;locationstay;stage,gameplay,player,forest
7_Video_02;14;00:02:15;00:02:16;dialog;select,target,fighter
7_Video_02;14;00:02:16;00:02:20;locationstay;stage,gameplay,player,forest
7_Video_02;14;00:02:20;00:02:20;interaction;end,turn
7_Video_02;14;00:02:20;00:02:21;dialog;information,enemy,turn,red
7_Video_02;14;00:02:21;00:02:36;locationstay;stage,gameplay,enemy,forest
7_Video_02;14;00:02:36;00:02:37;dialog;information,player,turn,blue
7_Video_02;14;00:02:37;00:03:01;locationstay;stage,gameplay,player,forest
7_Video_02;14;00:02:50;00:02:51;dialog;select,target,fighter
7_Video_02;14;00:02:54;00:02:55;dialog;select,target,fighter
7_Video_02;14;00:03:01;00:03:01;interaction;end,turn
7_Video_02;14;00:03:01;00:03:02;dialog;information,enemy,turn,red
7_Video_02;14;00:03:02;00:03:04;locationstay;stage,gameplay,enemy,forest
7_Video_02;14;00:03:04;00:03:05;dialog;information,player,turn,blue
7_Video_02;14;00:03:05;00:03:24;locationstay;stage,gameplay,player,forest
7_Video_02;14;00:03:20;00:03:21;dialog;select,target,fighter
7_Video_02;14;00:03:24;00:03:24;interaction;end,turn
7_Video_02;14;00:03:24;00:03:25;dialog;information,enemy,turn,red
7_Video_02;14;00:03:25;00:03:35;locationstay;stage,gameplay,enemy,forest
7_Video_02;14;00:03:35;00:03:36;dialog;information,player,turn,blue
7_Video_02;14;00:36:00;00:04:02;locationstay;stage,gameplay,player,forest
7_Video_02;14;00:03:41;00:03:42;dialog;select,target,fighter
7_Video_02;14;00:03:46;00:03:49;teleport;move,next,enemy
7_Video_02;14;00:04:02;00:04:02;interaction;end,turn
7_Video_02;14;00:04:02;00:04:03;dialog;information,enemy,turn,red
7_Video_02;14;00:04:03;00:04:16;locationstay;stage,gameplay,enemy,forest
7_Video_02;14;00:04:16;00:04:17;dialog;information,player,turn,blue,plus,energy
7_Video_02;14;00:04:17;00:04:46;locationstay;stage,gameplay,player,forest
7_Video_02;14;00:04:35;00:04:36;dialog;select,target,fighter
7_Video_02;14;00:04:46;00:04:46;interaction;end,turn
7_Video_02;14;00:04:46;00:04:47;dialog;information,enemy,turn,red
7_Video_02;14;00:04:47;00:04:51;locationstay;stage,gameplay,enemy,forest
7_Video_02;14;00:04:51;00:04:52;dialog;information,player,turn,blue
7_Video_02;14;00:04:52;00:05:00;locationstay;stage,gameplay,player,forest
7_Video_03;14;00:00:00;00:00:19;locationstay;map,forest,chapter
7_Video_03;14;00:00:03;00:00:04;mainmenu;stage,menu
7_Video_03;14;00:00:08;00:00:10;mainmenu;stage,menu
7_Video_03;14;00:00:12;00:00:14;mainmenu;stage,menu
7_Video_03;14;00:00:17;00:00:19;mainmenu;stage,menu
7_Video_03;14;00:00:19;00:00:19;interaction;start,stage,menu
7_Video_03;14;00:00:19;00:00:24;loadingscreen;load,stage
7_Video_03;14;00:00:24;00:00:55;locationstay;stage,player,forest,night,gameplay
7_Video_03;14;00:00:25;00:00:26;dialog;information,player,turn
7_Video_03;14;00:00:36;00:00:36;interaction;click,emoji
7_Video_03;14;00:00:36;00:00:40;dialog;list,emojis
7_Video_03;14;00:00:40;00:00:40;interaction;click,emoji
7_Video_03;14;00:00:50;00:00:51;dialog;select,target,fighter
7_Video_03;14;00:00:55;00:00:55;interaction;end,turn
7_Video_03;14;00:00:55;00:00:56;dialog;information,enemy,turn,red
7_Video_03;14;00:00:56;00:01:01;locationstay;stage,enemy,gameplay,forest,night
7_Video_03;14;00:01:01;00:01:02;dialog;information,player,turn,blue
7_Video_03;14;00:01:02;00:01:20;locationstay;stage,player,forest,night,gameplay
7_Video_03;14;00:01:16;00:01:17;dialog;select,target,fighter
7_Video_03;14;00:01:20;00:01:24;teleport;move,next,enemy
7_Video_03;14;00:01:26;00:01:26;interaction;click,emoji
7_Video_03;14;00:01:24;00:01:36;locationstay;stage,player,forest,night,gameplay
7_Video_03;14;00:01:26;00:01:29;dialog;list,emojis
7_Video_03;14;00:01:36;00:01:36;interaction;end,turn
7_Video_03;14;00:01:36;00:01:37;dialog;information,enemy,turn,red
7_Video_03;14;00:01:37;00:01:42;locationstay;stage,enemy,gameplay,forest,night
7_Video_03;14;00:01:42;00:01:43;dialog;information,player,turn,blue
7_Video_03;14;00:01:43;00:02:08;locationstay;stage,player,forest,night,gameplay
7_Video_03;14;00:02:08;00:02:11;teleport;move,next,enemy
7_Video_03;14;00:02:11;00:02:23;locationstay;stage,player,forest,night,gameplay
7_Video_03;14;00:02:13;00:02:13;interaction;click,list
7_Video_03;14;00:02:13;00:02:23;dialog;resume,setting,surrender
7_Video_03;14;00:02:20;00:02:20;interaction;click,surrender
7_Video_03;14;00:02:20;00:02:23;dialog;warning,confirm
7_Video_03;14;00:02:23;00:02:23;interaction;click,surrender
7_Video_03;14;00:02:23;00:02:28;mainmenu;defeated,back,to,lobby,retry
7_Video_03;14;00:02:28;00:02:28;interaction;click,back,to,lobby
7_Video_03;14;00:02:28;00:02:31;loadingscreen;load,lobby
7_Video_03;14;00:02:31;00:02:31;mainmenu;lobby,play
7_Video_03;14;00:02:31;00:02:52;locationstay;map,forest,chapter
7_Video_03;14;00:02:39;00:02:41;mainmenu;stage,menu
7_Video_03;14;00:02:46;00:02:48;mainmenu;stage,menu
7_Video_03;14;00:02:50;00:02:52;mainmenu;stage,menu
7_Video_03;14;00:02:52;00:02:52;interaction;start,stage,menu
7_Video_03;14;00:02:52;00:02:58;loadingscreen;load,stage
7_Video_03;14;00:02:58;00:03:21;locationstay;stage,player,forest,night,gameplay
7_Video_03;14;00:02:59;00:03:00;dialog;information,player,turn
7_Video_03;14;00:03:06;00:03:07;dialog;select,target,fighter
7_Video_03;14;00:03:11;00:03:11;dialog;select,target,fighter
7_Video_03;14;00:03:01;00:03:21;interaction;end,turn
7_Video_03;14;00:03:21;00:03:22;dialog;information,enemy,turn,red
7_Video_03;14;00:03:22;00:03:28;locationstay;stage,enemy,gameplay,forest,night
7_Video_03;14;00:03:28;00:03:29;dialog;information,player,turn,blue
7_Video_03;14;00:03:29;00:03:53;locationstay;stage,player,forest,night,gameplay
7_Video_03;14;00:03:35;00:03:36;dialog;select,target,fighter
7_Video_03;14;00:03:53;00:03:53;interaction;end,turn
7_Video_03;14;00:03:53;00:03:54;dialog;information,enemy,turn,red
7_Video_03;14;00:03:54;00:03:58;locationstay;stage,enemy,gameplay,forest,night
7_Video_03;14;00:03:58;00:03:59;dialog;information,player,turn,blue
7_Video_03;14;00:03:59;00:04:10;locationstay;stage,player,forest,night,gameplay
7_Video_03;14;00:04:10;00:04:14;teleport;move,next,enemy
7_Video_03;14;00:04:14;00:04:23;locationstay;stage,player,forest,night,gameplay
7_Video_03;14;00:04:23;00:04:23;interaction;end,turn
7_Video_03;14;00:04:23;00:04:24;dialog;information,enemy,turn,red
7_Video_03;14;00:04:24;00:04:32;locationstay;stage,enemy,gameplay,forest,night
7_Video_03;14;00:04:29;00:04:31;dialog;list,emojis
7_Video_03;14;00:04:32;00:04:33;dialog;information,player,turn,blue
7_Video_03;14;00:04:33;00:04:50;locationstay;stage,player,forest,night,gameplay
7_Video_03;14;00:04:50;00:04:50;interaction;end,turn
7_Video_03;14;00:04:50;00:04:51;dialog;information,enemy,turn,red
7_Video_03;14;00:04:51;00:05:00;locationstay;stage,enemy,gameplay,forest,night
7_Video_04;14;00:00:00;00:00:02;mainmenu;story,menu,replay
7_Video_04;14;00:00:02;00:00:49;dialog;stroy,narrating
7_Video_04;14;00:00:49;00:00:56;mainmenu;map,forest,chapter
7_Video_04;14;00:00:54;00:00:56;mainmenu;stage,menu
7_Video_04;14;00:00:56;00:00:56;interaction;start,stage,menu
7_Video_04;14;00:00:56;00:01:00;loadingscreen;stage,load
7_Video_04;14;00:01:00;00:01:23;locationstay;stage,player,forest,gameplay
7_Video_04;14;00:01:02;00:01:03;dialog;information,player,turn
7_Video_04;14;00:01:05;00:01:05;interaction;click,emoji
7_Video_04;14;00:01:05;00:01:08;dialog;list,emojis
7_Video_04;14;00:01:23;00:01:26;teleport;move,next,enemy
7_Video_04;14;00:01:26;00:01:30;locationstay;stage,player,forest,gameplay
7_Video_04;14;00:01:30;00:01:30;interaction;end,turn
7_Video_04;14;00:01:30;00:01:32;dialog;information,enemy,turn,red
7_Video_04;14;00:01:32;00:01:36;locationstay;stage,gameplay,enemy,forest
7_Video_04;14;00:01:34;00:01:34;interaction;click,emoji
7_Video_04;14;00:01:34;00:01:37;dialog;list,emojis
7_Video_04;14;00:01:36;00:01:37;dialog;information,player,turn,blue
7_Video_04;14;00:01:37;00:02:00;locationstay;stage,player,forest,gameplay
7_Video_04;14;00:01:44;00:01:45;dialog;select,target,fighter
7_Video_04;14;00:01:49;00:01:49;dialog;select,target,fighter
7_Video_04;14;00:02:00;00:02:00;interaction;end,turn
7_Video_04;14;00:02:00;00:02:01;dialog;information,enemy,turn,red
7_Video_04;14;00:02:01;00:02:15;locationstay;stage,enemy,gameplay,forest
7_Video_04;14;00:02:15;00:02:16;dialog;information,player,turn,blue
7_Video_04;14;00:02:16;00:02:39;locationstay;stage,player,forest,gameplay
7_Video_04;14;00:02:21;00:02:22;dialog;select,target,fighter
7_Video_04;14;00:02:26;00:02:27;dialog;select,target,postion
7_Video_04;14;00:02:39;00:02:39;interaction;end,turn
7_Video_04;14;00:02:39;00:02:40;dialog;information,enemy,turn,red
7_Video_04;14;00:02:40;00:02:48;locationstay;stage,enemy,gameplay,forest
7_Video_04;14;00:02:48;00:02:49;dialog;information,player,turn,blue
7_Video_04;14;00:02:49;00:03:11;locationstay;stage,player,forest,gameplay
7_Video_04;14;00:03:00;00:03:01;dialog;select,target,fighter
7_Video_04;14;00:03:11;00:03:11;interaction;end,turn
7_Video_04;14;00:03:11;00:03:12;dialog;information,enemy,turn,red
7_Video_04;14;00:03:12;00:03:22;locationstay;stage,enemy,gameplay,forest
7_Video_04;14;00:03:22;00:03:23;dialog;information,player,turn,blue
7_Video_04;14;00:03:23;00:03:47;locationstay;stage,player,forest,gameplay
7_Video_04;14;00:03:47;00:03:47;interaction;end,turn
7_Video_04;14;00:03:47;00:03:48;dialog;information,enemy,turn,red
7_Video_04;14;00:03:48;00:03:51;locationstay;stage,enemy,gameplay,forest
7_Video_04;14;00:03:51;00:03:52;dialog;information,player,turn,blue,plus,energy
7_Video_04;14;00:03:52;00:04:15;locationstay;stage,player,forest,gameplay
7_Video_04;14;00:04:00;00:04:01;dialog;select,target,fighter
7_Video_04;14;00:04:03;00:04:04;dialog;select,target,fighter
7_Video_04;14;00:04:13;00:04:14;dialog;select,target,fighter
7_Video_04;14;00:04:15;00:04:16;dialog;information,enemy,turn,red
7_Video_04;14;00:04:15;00:04:15;interaction;end,turn
7_Video_04;14;00:04:16;00:04:26;locationstay;stage,enemy,gameplay,forest
7_Video_04;14;00:04:26;00:04:27;dialog;information,player,turn,blue
7_Video_04;14;00:04:27;00:04:34;locationstay;stage,player,forest,gameplay
7_Video_04;14;00:04:34;00:04:37;mainmenu;victory,share,back,to,lobby,blue
7_Video_04;14;00:04:37;00:04:37;interaction;click,back,to,lobby
7_Video_04;14;00:04:37;00:04:39;loadingscreen;load,lobby
7_Video_04;14;00:04:39;00:04:39;mainmenu;lobby,play
7_Video_04;14;00:04:39;00:05:00;locationstay;map,forest,chapter
7_Video_04;14;00:04:42;00:04:45;mainmenu;stage,menu
7_Video_04;14;00:04:50;00:05:00;mainmenu;stage,menu,wolf,den
7_Video_05;14;00:00:00;00:00:08;mainmenu;lobby,play,collection,craft,axie,team,inventory
7_Video_05;14;00:00:04;00:00:04;interaction;click,play
7_Video_05;14;00:00:04;00:00:07;dialog;adventure,arena
7_Video_05;14;00:00:08;00:00:08;interaction;click,craft
7_Video_05;14;00:08:00;00:00:28;mainmenu;craft,menu
7_Video_05;14;00:00:17;00:00:17;interaction;click,craft
7_Video_05;14;00:00:17;00:00:20;loadingscreen;crafting
7_Video_05;14;00:00:20;00:00:23;loadingscreen;crafting,highlight,rewards
7_Video_05;14;00:00:24;00:00:26;mainmenu;crafting,rewards,menu
7_Video_05;14;00:00:28;00:00:30;mainmenu;lobby,play,collection,craft,axie,team,inventory
7_Video_05;14;00:00:30;00:00:30;interaction;click,mission
7_Video_05;14;00:00:30;00:01:10;mainmenu;mission,menu,daily,weekly
7_Video_05;14;00:00:34;00:00:34;interaction;click,claim
7_Video_05;14;00:00:34;00:00:35;mainmenu;reward,items
7_Video_05;14;00:00:35;00:00:35;interaction;click,ok
7_Video_05;14;00:00:37;00:00:37;interaction;click,claim
7_Video_05;14;00:00:37;00:00:38;loadingscreen;load,rewards
7_Video_05;14;00:00:38;00:00:40;mainmenu;reward,items
7_Video_05;14;00:00:40;00:00:40;interaction;click,ok
7_Video_05;14;00:00:42;00:00:42;interaction;click,claim
7_Video_05;14;00:00:42;00:00:46;mainmenu;reward,items
7_Video_05;14;00:00:46;00:00:46;interaction;click,ok
7_Video_05;14;00:00:54;00:00:54;interaction;click,claim
7_Video_05;14;00:00:54;00:00:55;mainmenu;reward,items
7_Video_05;14;00:00:56;00:00:56;interaction;click,claim
7_Video_05;14;00:00:56;00:00:58;mainmenu;reward,items
7_Video_05;14;00:00:59;00:00:59;interaction;click,claim
7_Video_05;14;00:01:00;00:01:02;mainmenu;reward,items
7_Video_05;14;00:01:05;00:01:05;interaction;click,claim
7_Video_05;14;00:01:06;00:01:06;mainmenu;reward,items
7_Video_05;14;00:01:10;00:01:10;interaction;click,back
7_Video_05;14;00:01:10;00:01:13;mainmenu;lobby,play,collection,craft,axie,team,inventory
7_Video_05;14;00:01:13;00:01:13;interaction;click,inventory
7_Video_05;14;00:01:13;00:01:37;mainmenu;inventory,menu
7_Video_05;14;00:01:15;00:01:15;interaction;click,chest
7_Video_05;14;00:01:20;00:01:20;interaction;click,open
7_Video_05;14;00:01:20;00:01:34;mainmenu;number,of,packs,remaining,collect
7_Video_05;14;00:01:31;00:01:31;interaction;click,badge
7_Video_05;14;00:01:33;00:01:33;interaction;click,add,amount
7_Video_05;14;00:01:34;00:01:34;interaction;click,collect
7_Video_05;14;00:01:34;00:01:35;mainmenu;reward,items
7_Video_05;14;00:01:35;00:01:35;interaction;click,ok
7_Video_05;14;00:01:37;00:01:37;interaction;click,back
7_Video_05;14;00:01:37;00:01:43;mainmenu;lobby,play,collection,craft,axie,team,inventory
7_Video_05;14;00:01:41;00:01:41;interaction;click,play
7_Video_05;14;00:01:41;00:01:43;dialog;adventure,arena
7_Video_05;14;00:01:43;00:01:43;interaction;click,adventure
7_Video_05;14;00:01:43;00:01:54;mainmenu;map,forest,chapter
7_Video_05;14;00:01:46;00:01:48;mainmenu;stage,menu
7_Video_05;14;00:01:52;00:01:54;mainmenu;stage,menu,howling,cliff
7_Video_05;14;00:01:54;00:01:54;interaction;click,start
7_Video_05;14;00:01:54;00:01:59;loadingscreen;load,stage
7_Video_05;14;00:01:59;00:01:34;locationstay;stage,player,forest,gameplay
7_Video_05;14;00:02:00;00:02:01;dialog;information,player,turn
7_Video_05;14;00:02:12;00:02:13;dialog;select,target,fighter
7_Video_05;14;00:02:17;00:02:17;interaction;click,emoji
7_Video_05;14;00:02:17;00:02:19;dialog;list,emojis
7_Video_05;14;00:02:24;00:02:27;teleport;move,next,enemy
7_Video_05;14;00:02:28;00:02:28;interaction;end,turn
7_Video_05;14;00:02:27;00:02:28;locationstay;stage,player,forest,gameplay,night
7_Video_05;14;00:02:28;00:02:29;dialog;information,enemy,turn,red
7_Video_05;14;00:02:29;00:02:33;locationstay;stage,enemy,gameplay,forest,night
7_Video_05;14;00:02:33;00:02:34;dialog;information,player,turn,blue
7_Video_05;14;00:02:34;00:02:55;locationstay;stage,player,forest,night,gameplay
7_Video_05;14;00:02:41;00:02:42;dialog;select,target,postion
7_Video_05;14;00:02:55;00:02:55;interaction;end,turn
7_Video_05;14;00:02:55;00:02:56;dialog;information,enemy,turn,red
7_Video_05;14;00:02:56;00:03:00;locationstay;stage,enemy,gameplay,forest,night
7_Video_05;14;00:03:00;00:03:01;dialog;information,player,turn,blue
7_Video_05;14;00:03:01;00:03:23;locationstay;stage,player,forest,night,gameplay
7_Video_05;14;00:03:11;00:03:12;dialog;select,target,fighter
7_Video_05;14;00:03:14;00:03:14;dialog;select,target
7_Video_05;14;00:03:23;00:03:27;teleport;move,next,enemy
7_Video_05;14;00:03:27;00:03:33;locationstay;stage,player,forest,night,gameplay
7_Video_05;14;00:03:33;00:03:33;interaction;end,turn
7_Video_05;14;00:03:33;00:03:34;dialog;information,enemy,turn,red
7_Video_05;14;00:03:34;00:03:43;locationstay;stage,enemy,gameplay,forest,night
7_Video_05;14;00:03:43;00:03:44;dialog;information,player,turn,blue
7_Video_05;14;00:03:44;00:04:06;locationstay;stage,player,forest,night,gameplay
7_Video_05;14;00:03:52;00:03:53;dialog;select,target,fighter
7_Video_05;14;00:04:06;00:04:06;interaction;end,turn
7_Video_05;14;00:04:06;00:04:07;dialog;information,enemy,turn,red
7_Video_05;14;00:04:07;00:04:15;locationstay;stage,enemy,gameplay,forest,night
7_Video_05;14;00:04:15;00:04:16;dialog;information,player,turn,blue
7_Video_05;14;00:04:16;00:04:35;locationstay;stage,player,forest,night,gameplay
7_Video_05;14;00:04:29;00:04:30;dialog;select,target,fighter
7_Video_05;14;00:04:35;00:04:35;interaction;end,turn
7_Video_05;14;00:04:35;00:04:36;dialog;information,enemy,turn,red
7_Video_05;14;00:04:36;00:04:42;locationstay;stage,enemy,gameplay,forest,night
7_Video_05;14;00:04:42;00:04:43;dialog;information,player,turn,blue,plus,energy
7_Video_05;14;00:04:43;00:04:52;locationstay;stage,player,forest,night,gameplay
7_Video_05;14;00:04:52;00:04:56;mainmenu;victory,share,back,to,lobby,blue
7_Video_05;14;00:04:56;00:04:56;interaction;click,back,to,lobby
7_Video_05;14;00:04:56;00:04:57;loadingscreen;load,lobby
7_Video_05;14;00:04:57;00:04:58;mainmenu;lobby,play
7_Video_05;14;00:04:58;00:05:00;mainmenu;map,forest,chapter
7_Video_06;14;00:00:00;00:00:06;mainmenu;lobby,play,collection,craft,axie,team,inventory
7_Video_06;14;00:00:06;00:00:06;interaction;click,craft
7_Video_06;14;00:00:06;00:00:41;mainmenu;craft,menu
7_Video_06;14;00:00:16;00:00:16;interaction;click,craft
7_Video_06;14;00:00:16;00:00:19;loadingscreen;load,rewards
7_Video_06;14;00:00:25;00:00:29;mainmenu;item,rewards,craft,level,up
7_Video_06;14;00:00:31;00:00:31;interaction;click,craft
7_Video_06;14;00:00:31;00:00:34;loadingscreen;load,craft,rewards
7_Video_06;14;00:00:41;00:00:41;interaction;click,back
7_Video_06;14;00:00:41;00:00:45;mainmenu;lobby,play,collection,craft,axie,team,inventory
7_Video_06;14;00:00:45;00:00:45;interaction;click,mission
7_Video_06;14;00:00:45;00:01:06;mainmenu;mission,menu,daily,weekly
7_Video_06;14;00:00:52;00:00:52;interaction;click,claim
7_Video_06;14;00:00:52;00:00:54;mainmenu;items,reward
7_Video_06;14;00:00:54;00:00:54;interaction;click,ok
7_Video_06;14;00:01:00;00:01:00;interaction;click,claim
7_Video_06;14;00:01:01;00:01:03;mainmenu;items,reward
7_Video_06;14;00:01:03;00:01:03;interaction;click,ok
7_Video_06;14;00:01:06;00:01:06;interaction;click,back
7_Video_06;14;00:01:06;00:01:11;mainmenu;lobby,play,collection,craft,axie,team,inventory
7_Video_06;14;00:01:09;00:01:09;interaction;click,play
7_Video_06;14;00:01:09;00:01:11;dialog;adventure,arena
7_Video_06;14;00:01:11;00:01:11;interaction;click,arena
7_Video_06;14;00:01:11;00:01:16;mainmenu;arena,season,practice,ranked,blitz
7_Video_06;14;00:01:16;00:01:16;interaction;click,ranked
7_Video_06;14;00:01:16;00:01:20;loadingscreen;load,team01
7_Video_06;14;00:01:20;00:01:34;locationstay;arena,gameplay,player
7_Video_06;14;00:01:22;00:01:22;dialog;information,player,turn
7_Video_06;14;00:01:34;00:01:34;interaction;end,turn
7_Video_06;14;00:01:34;00:01:35;dialog;information,enemy,turn,red
7_Video_06;14;00:01:35;00:01:51;locationstay;arena,enemy,gameplay
7_Video_06;14;00:01:51;00:01:52;dialog;information,player,turn,blue
7_Video_06;14;00:01:52;00:02:14;locationstay;arena,gameplay,player
7_Video_06;14;00:01:57;00:01:58;dialog;select,target,fighter
7_Video_06;14;00:02:08;00:02:09;dialog;select,target,fighter
7_Video_06;14;00:02:14;00:02:14;interaction;end,turn
7_Video_06;14;00:02:14;00:02:15;dialog;information,enemy,turn,red
7_Video_06;14;00:02:15;00:02:46;locationstay;arena,enemy,gameplay
7_Video_06;14;00:02:46;00:02:47;dialog;information,player,turn,blue
7_Video_06;14;00:02:47;00:03:06;locationstay;arena,gameplay,player
7_Video_06;14;00:03:06;00:03:06;interaction;end,turn
