Video;Editor;Scenestart (HH:MM:SS);Sceneend (HH:MM:SS);Eventtype;Additional Information
4_Video_7;21;00:00:09;00:00:30;loadingscreen;teleport
4_Video_7;21;00:00:30;00:00:34;locationstay;
4_Video_7;21;00:00:34;00:00:41;interaction;walk
4_Video_7;21;00:00:41;00:01:00;loadingscreen;teleport
4_Video_7;21;00:01:00;00:01:11;locationstay;
4_Video_7;21;00:01:11;00:01:19;interaction;walk
4_Video_7;21;00:01:19;00:01:21;interaction;mail
4_Video_8;21;00:00:00;00:00:19;locationstay;
4_Video_8;21;00:00:09;00:00:19;loadingscreen;ruhestein
4_Video_8;21;00:00:19;00:00:32;loadingscreen;teleport
4_Video_8;21;00:00:32;00:00:38;locationstay;
4_Video_8;21;00:00:38;00:00:44;interaction;walk
4_Video_8;21;00:00:38;00:00:45;interaction;mail
4_Video_8;21;00:00:45;00:00:48;interaction;walk
4_Video_8;21;00:00:48;00:00:50;loadingscreen;
4_Video_8;21;00:00:50;00:00:58;interaction;fly,dragon
4_Video_8;21;00:00:58;00:01:00;interaction;walk
4_Video_8;21;00:01:00;00:01:03;interaction;Npc,leather,menu
4_Video_8;21;00:01:03;00:01:09;interaction;walk
4_Video_8;21;00:01:09;00:01:16;interaction;trade,npc
4_Video_8;21;00:01:16;00:01:21;locationstay;
4_Video_8;21;00:01:21;00:01:25;interaction;walk,dragon
4_Video_8;21;00:01:25;00:01:34;interaction;fly,dragon
4_Video_9;21;00:00:00;00:00:01;locationstay;
4_Video_9;21;00:00:01;00:00:01;interaction;map
4_Video_9;21;00:00:04;00:00:34;interaction;fly,dragon
4_Video_9;21;00:00:34;00:00:50;locationstay;
4_Video_9;21;00:00:34;00:00:46;dialog;chat
4_Video_9;21;00:00:46;00:00:58;interaction;fly,dragon
4_Video_9;21;00:00:58;00:01:07;interaction;walk,dragon
4_Video_9;21;00:01:07;00:01:27;locationstay;
4_Video_9;21;00:01:07;00:01:27;dialog;chat
4_Video_10;21;00:00:00;00:00:04;dialog;chat
4_Video_10;21;00:00:04;00:00:25;interaction;walk
4_Video_10;21;00:00:21;00:00:24;dialog;chat
4_Video_10;21;00:00:25;00:00:33;locationstay;
4_Video_10;21;00:00:26;00:00:28;interaction;plant
4_Video_10;21;00:00:33;00:00:35;interaction;walk,dragon
4_Video_10;21;00:00:35;00:00:55;interaction;fly,dragon
4_Video_10;21;00:00:55;00:00:57;locationstay;
4_Video_10;21;00:00:57;00:01:01;dialog;NPC,mara
4_Video_11;21;00:00:00;00:00:49;interaction;fly,dragon
4_Video_11;21;00:00:02;00:00:04;dialog;chat
4_Video_11;21;00:00:49;00:00:53;dialog;chat
4_Video_11;21;00:00:49;00:01:17;locationstay;
4_Video_11;21;00:00:54;00:01:06;dialog;chat,laugh,sorry
4_Video_11;21;00:01:11;00:01:15;interaction;trade,player
4_Video_12;21;00:00:00;00:00:07;interaction;fly,dragon
4_Video_12;21;00:00:07;00:00:08;interaction;plant
4_Video_12;21;00:00:08;00:00:11;dialog;chat
4_Video_12;21;00:00:11;00:00:15;interaction;walk
4_Video_12;21;00:00:15;00:00:20;interaction;fly,dragon
4_Video_12;21;00:00:20;00:00:24;interaction;plant
4_Video_12;21;00:00:24;00:00:29;interaction;walk
4_Video_12;21;00:00:29;00:00:32;dialog;chat
4_Video_12;21;00:00:29;00:00:35;locationstay;
4_Video_12;21;00:00:35;00:00:37;interaction;plant
4_Video_12;21;00:00:37;00:00:39;interaction;swim
4_Video_12;21;00:00:39;00:00:46;interaction;water,fight,duck
4_Video_12;21;00:00:46;00:01:00;interaction;walk
4_Video_12;21;00:01:00;00:01:02;interaction;fly,dragon
4_Video_13;21;00:00:00;00:00:03;interaction;walk
4_Video_13;21;00:00:03;00:00:11;interaction;fight,collect
4_Video_13;21;00:00:11;00:00:17;locationstay;
4_Video_13;21;00:00:17;00:00:31;interaction;walk
4_Video_13;21;00:00:31;00:00:40;interaction;fight,collect
4_Video_13;21;00:00:38;00:00:46;dialog;chat
4_Video_13;21;00:00:40;00:00:50;locationstay;
4_Video_13;21;00:00:50;00:00:58;interaction;walk
4_Video_14;21;00:00:00;00:00:02;interaction;plant,collect
4_Video_14;21;00:00:02;00:00:12;dialog;chat
4_Video_14;21;00:00:14;00:00:21;interaction;fight,collect
4_Video_14;21;00:00:21;00:00:28;locationstay;
4_Video_14;21;00:00:28;00:00:39;interaction;walk
4_Video_14;21;00:00:39;00:00:45;interaction;fight,collect
4_Video_14;21;00:00:45;00:00:49;interaction;walk,swim
4_Video_14;21;00:00:49;00:00:51;interaction;plant,collect
4_Video_15;21;00:00:00;00:00:03;locationstay;
4_Video_15;21;00:00:03;00:00:10;loadingscreen;teleport
4_Video_15;21;00:00:10;00:00:17;interaction;walk,run
4_Video_15;21;00:00:17;00:00:19;locationstay;
4_Video_15;21;00:00:19;00:00:29;interaction;walk,run
4_Video_15;21;00:00:29;00:00:31;loadingscreen;
4_Video_15;21;00:00:31;00:00:44;interaction;fly,onfly
4_Video_15;21;00:00:44;00:00:49;interaction;walk
4_Video_15;21;00:00:49;00:00:52;interaction;auctions
4_Video_15;21;00:00:52;00:00:59;locationstay;
4_Video_15;21;00:00:55;00:00:59;dialog;chat,dance
4_Video_15;21;00:00:59;00:01:04;interaction;walk
4_Video_15;21;00:01:04;00:01:07;interaction;sit
4_Video_16;21;00:00:00;00:00:14;dialog;directions,guard
4_Video_16;21;00:00:14;00:00:26;interaction;walk
4_Video_16;21;00:00:26;00:00:39;interaction;trade,npc
4_Video_16;21;00:00:29;00:00:34;interaction;chat,hello
4_Video_16;21;00:00:39;00:00:42;interaction;walk
4_Video_16;21;00:00:42;00:00:44;interaction;mission,board
4_Video_16;21;00:00:44;00:00:47;locationstay;
4_Video_16;21;00:00:47;00:00:48;dialog;
4_Video_16;21;00:00:48;00:00:52;locationstay;
4_Video_16;21;00:00:52;00:00:58;interaction;walk
4_Video_17;21;00:00:00;00:00:29;interaction;walk,bear
4_Video_17;21;00:00:29;00:00:31;locationstay;
4_Video_17;21;00:00:31;00:00:50;interaction;fly,bird
4_Video_17;21;00:00:50;00:00:55;interaction;map
4_Video_17;21;00:00:55;00:01:21;interaction;fly,bird
4_Video_17;21;00:01:21;00:01:24;interaction;walk
4_Video_17;21;00:01:24;00:01:26;interaction;uncertainty
4_Video_17;21;00:01:26;00:01:28;locationstay;
4_Video_18;21;00:00:00;00:00:46;locationstay;
4_Video_18;21;00:00:01;00:00:21;interaction;chat,cry
4_Video_18;21;00:00:46;00:00:51;interaction;walk
4_Video_18;21;00:00:51;00:01:07;interaction;fly,dragon
4_Video_18;21;00:01:07;00:01:25;locationstay;
4_Video_18;21;00:01:10;00:01:10;interaction;follow,menu
4_Video_18;21;00:01:15;00:01:22;interaction;trade,player
4_Video_18;21;00:01:25;00:01:28;interaction;walk,dragon
4_Video_18;21;00:01:28;00:01:38;loadingscreen;ruhestein
4_Video_18;21;00:01:38;00:01:59;loadingscreen;teleport
4_Video_18;21;00:01:59;00:02:10;interaction;walk
4_Video_18;21;00:02:10;00:02:14;interaction;npc,trade
4_Video_18;21;00:02:14;00:02:16;interaction;mail
4_Video_19;21;00:00:00;00:00:02;dialog;chat
4_Video_19;21;00:00:00;00:00:14;locationstay;
4_Video_19;21;00:00:14;00:00:28;interaction;walk
4_Video_19;21;00:00:28;00:00:36;locationstay;
4_Video_19;21;00:00:36;00:00:39;interaction;walk
4_Video_19;21;00:00:39;00:00:51;locationstay;
4_Video_19;21;00:00:45;00:00:54;interaction;player,menu
4_Video_19;21;00:00:51;00:00:58;interaction;walk
4_Video_19;21;00:00:58;00:01:03;loadingscreen;ruhestein
4_Video_19;21;00:01:03;00:01:50;loadingscreen;teleport
4_Video_19;21;00:01:50;00:01:54;locationstay;
4_Video_19;21;00:01:54;00:02:04;interaction;walk
4_Video_19;21;00:02:04;00:02:08;locationstay;
4_Video_19;21;00:02:08;00:02:13;interaction;walk
4_Video_19;21;00:02:13;00:02:15;interaction;mail
4_Video_20;21;00:00:00;00:00:20;interaction;fly,dragon
4_Video_20;21;00:00:02;00:00:13;dialog;chat
4_Video_20;21;00:00:18;00:00:22;interaction;map
4_Video_20;21;00:00:20;00:00:31;interaction;walk,dragon
4_Video_20;21;00:00:31;00:00:39;interaction;map
4_Video_20;21;00:00:31;00:00:32;locationstay;
4_Video_20;21;00:00:32;00:00:39;interaction;fly,dragon
4_Video_20;21;00:00:39;00:00:48;interaction;walk,dragon
4_Video_20;21;00:00:48;00:00:58;locationstay;
4_Video_20;21;00:00:50;00:00:58;dialog;chat
