Video;Editor;Scenestart (HH:MM:SS);Sceneend (HH:MM:SS);Eventtype;Additional Information
10_Video_09;24;00:00:03;00:00:08;interaction;skydiving,landing
10_Video_09;24;00:00:09;00:00:15;loadingscreen;respawn
10_Video_09;24;00:00:16;00:00:17;interaction;falling
10_Video_09;24;00:00:18;00:00:21;interaction;skydiving,landing
10_Video_09;24;00:00:22;00:00:23;interaction;running
10_Video_09;24;00:00:24;00:00:29;interaction;shooting,battle
10_Video_09;24;00:00:30;00:00:35;interaction;running,sliding
10_Video_09;24;00:00:36;00:00:47;locationstay;house
10_Video_10;24;00:00:00;00:00:08;locationstay;park
10_Video_10;24;00:00:09;00:00:42;locationstay;dancing
10_Video_10;24;00:00:43;00:01:00;interaction;running,jumping
10_Video_10;24;00:01:01;00:01:04;locationstay;automat,buying
10_Video_10;24;00:01:05;00:01:10;interaction;running
10_Video_11;24;00:00:00;00:00:03;interaction;running,jumping
10_Video_11;24;00:00:04;00:00:10;interaction;flying
10_Video_11;24;00:00:11;00:00:28;interaction;running,collecting
10_Video_11;24;00:00:29;00:00:32;locationstay;house
10_Video_11;24;00:00:33;00:00:38;interaction;flying
10_Video_11;24;00:00:39;00:00:54;interaction;running,escape
10_Video_11;24;00:00:55;00:01:01;interaction;flying
10_Video_11;24;00:01:02;00:01:17;locationstay;house,collecting
10_Video_11;24;00:01:18;00:01:26;interaction;running
10_Video_12;24;00:00:00;00:00:03;interaction;running
10_Video_12;24;00:00:04;00:00:10;locationstay;restaurant
10_Video_12;24;00:00:11;00:00:20;interaction;running
10_Video_12;24;00:00:21;00:00:42;locationstay;dancing
10_Video_12;24;00:00:43;00:01:06;interaction;running
10_Video_12;24;00:01:07;00:01:16;locationstay;dancing
10_Video_13;24;00:00:00;00:00:03;interaction;walking
10_Video_13;24;00:00:04;00:00:30;locationstay;house,collecting
10_Video_13;24;00:00:31;00:00:45;interaction;running
10_Video_13;24;00:00:47;00:00:56;locationstay;request
10_Video_13;24;00:00:57;00:01:00;interaction;walking
10_Video_14;24;00:00:00;00:00:05;interaction;running
10_Video_14;24;00:00:06;00:00:09;locationstay;garage
10_Video_14;24;00:00:10;00:00:16;interaction;running
10_Video_14;24;00:00:17;00:00:50;locationstay;shop,prepare
10_Video_14;24;00:00:51;00:00:52;interaction;shooting,battle
10_Video_14;24;00:00:53;00:00:56;loadingscreen;death
10_Video_15;24;00:00:00;00:00:06;locationstay;choose,quest
10_Video_15;24;00:00:07;00:00:13;interaction;running,collecting
10_Video_15;24;00:00:14;00:00:25;locationstay;house,collecting
10_Video_15;24;00:00:26;00:00:32;locationstay;house,burning
10_Video_15;24;00:00:33;00:00:38;loadingscreen;death
10_Video_16;24;00:00:00;00:00:03;interaction;running
10_Video_16;24;00:00:04;00:00:37;interaction;driving,motorbike
10_Video_16;24;00:00:38;00:01:14;interaction;running,jumping,collecting
10_Video_17;24;00:00:00;00:00:04;locationstay;terrace
10_Video_17;24;00:00:05;00:01:01;interaction;surfing,collecting
10_Video_18;24;00:00:00;00:00:09;locationstay;walking
10_Video_18;24;00:00:10;00:00:20;locationstay;dancing, waiting
10_Video_18;24;00:00:21;00:00:34;locationstay;waiting
10_Video_18;24;00:00:35;00:00:54;interaction;running
10_Video_18;24;00:00:55;00:00:59;locationstay;house,street
10_Video_19;24;00:00:00;00:00:02;locationstay;portal
10_Video_19;24;00:00:03;00:00:05;loadingscreen;waiting
10_Video_19;24;00:00:06;00:00:14;teleport;falling
10_Video_19;24;00:00:15;00:00:16;mainmenu;quit
10_Video_19;24;00:00:17;00:00:19;loadingscreen;waiting
10_Video_19;24;00:00:20;00:00:22;locationstay;portal
10_Video_19;24;00:00:23;00:00:31;locationstay;dancing
10_Video_19;24;00:00:32;00:00:34;interaction;running
10_Video_19;24;00:00:35;00:00:37;loadingscreen;waiting
10_Video_19;24;00:00:38;00:00:45;teleport;falling
10_Video_19;24;00:00:46;00:01:00;interaction;running
10_Video_19;24;00:01:01;00:01:02;mainmenu;quit
10_Video_19;24;00:01:03;00:01:04;loadingscreen;waiting
10_Video_19;24;00:01:05;00:01:09;locationstay;inactive,portal
10_Video_20;24;00:00:00;00:00:47;locationstay;ship,exploring
