Video;Editor;Scenestart (HH:MM:SS);Sceneend (HH:MM:SS);Eventtype;Additional Information
1_Video_7;19;00:00:24;00:00:24;dialog;avatar,icon,pizza
1_Video_7;19;00:00:25;00:00:25;interaction;clicking,pizza,ordered
1_Video_7;19;00:00:29;00:00:31;dialog;avatar,questionmark
1_Video_7;19;00:00:31;00:00:31;interaction;clicking,talking,avatar,speechbubble
1_Video_7;19;00:00:36;00:00:36;interaction;selecting,text
1_Video_7;19;00:00:36;00:00:47;dialog;talking,avatar,pizza
1_Video_7;19;00:00:38;00:00:42;dialog;talking,avatar
1_Video_7;19;00:00:43;00:00:46;dialog;avatar,icon,pizza
1_Video_7;19;00:00:46;00:00:46;interaction;clicking,pizza,ordered
1_Video_7;19;00:00:46;00:00:50;dialog;talking,avatar
1_Video_8;19;00:00:00;00:01:15;locationstay;inside,building,pizzeria
1_Video_8;19;00:00:02;00:00:13;dialog;accepting,order,boy
1_Video_8;19;00:00:11;00:00:11;interaction;selecting,order,can,sida
1_Video_8;19;00:00:21;00:00:32;dialog;accepting,order,girl
1_Video_8;19;00:00:29;00:00:30;interaction;selecting,order,pizza,with,topping
1_Video_8;19;00:00:31;00:00:45;dialog;accepting,order,girl
1_Video_8;19;00:00:50;00:01:02;dialog;accepting,order,car
1_Video_8;19;00:01:01;00:01:01;interaction;selecting,order,pizza,no,topping
1_Video_8;19;00:01:04;00:01:13;dialog;accepting,order,girl
1_Video_8;19;00:01:11;00:01:11;interaction;selecting,order,pizza,with,topping
1_Video_9;19;00:00:00;00:00:50;locationstay;jail,outside,day
1_Video_9;19;00:00:02;00:00:21;interaction;jumping
1_Video_9;19;00:00:48;00:00:50;interaction;punshing,junction,box,electricity
1_Video_10;19;00:00:00;00:00:42;locationstay;jail,outside,night
1_Video_10;19;00:00:01;00:00:15;interaction;punshing,junction,box,electricity
1_Video_10;19;00:00:26;00:00:36;interaction;punshing,avatars,players
1_Video_10;19;00:00:37;00:00:40;interaction;opening,sewer
1_Video_10;19;00:00:41;00:00:41;interaction;falling,sewer
1_Video_10;19;00:00:42;00:00:43;interaction;laying,ground
1_Video_10;19;00:00:43;00:00:55;locationstay;sewer,underground
1_Video_10;19;00:00:53;00:00:56;interaction;climbing,ladder
1_Video_10;19;00:00:56;00:01:06;locationstay;outside,night
1_Video_11;19;00:00:00;00:01:00;locationstay;outside,night
1_Video_11;19;00:00:02;00:00:03;interaction;trying,driving,police,car
1_Video_11;19;00:00:02;00:00:05;dialog;not,allowed,driving,police,car
1_Video_11;19;00:00:12;00:00:13;interaction;entering,blue,car
1_Video_11;19;00:00:14;00:00:15;interaction;exiting,blue,car
1_Video_11;19;00:00:16;00:00:17;interaction;trying,driving,blue,car
1_Video_11;19;00:00:17;00:00:21;dialog;not,allowed,driving,blue,car
1_Video_11;19;00:00:27;00:00:28;interaction;trying,driving,white,scooter
1_Video_11;19;00:00:28;00:00:31;mainmenu;buying,scooter,patrol
1_Video_11;19;00:00:31;00:00:31;interaction;clicking,buying,scooter,patrol
1_Video_11;19;00:00:32;00:00:35;mainmenu;spending,real,money
1_Video_11;19;00:00:36;00:00:36;interaction;clicking,closing,window,real,spending,real,money
1_Video_12;19;00:00:00;00:00:07;locationstay;sewer,underground
1_Video_12;19;00:00:05;00:00:07;interaction;climbing,ladder
1_Video_12;19;00:00:07;00:01:00;locationstay;outside,day,hills,tunnel,grass
1_Video_12;19;00:00:13;00:00:14;dialog;successfully,fled
1_Video_12;19;00:00:14;00:00:24;interaction;climbing,hill
1_Video_12;19;00:00:40;00:01:00;interaction;crawling
1_Video_12;19;00:00:41;00:01:00;mainmenu;radio
1_Video_12;19;00:00:43;00:00:43;interaction;selecting,radio
1_Video_12;19;00:00:48;00:00:48;interaction;selecting,radio
1_Video_12;19;00:00:49;00:00:49;interaction;selecting,radio
1_Video_12;19;00:00:52;00:00:52;interaction;selecting,radio
1_Video_12;19;00:00:59;00:00:59;interaction;pausing,radio
1_Video_13;19;00:00:00;00:01:46;locationstay;outside,day,beach,water
1_Video_13;19;00:00:02;00:00:56;interaction;swimming,diving
1_Video_13;19;00:01:04;00:01:04;interaction;clicking,money,icon
1_Video_13;19;00:01:04;00:01:06;mainmenu;spending,real,money
1_Video_13;19;00:01:06;00:01:06;interaction;clicking,closing,window,real,spending,real,money
1_Video_13;19;00:01:15;00:01:40;locationstay;outside,day,city
1_Video_13;19;00:01:27;00:01:27;interaction;getting,tasered
1_Video_13;19;00:01:28;00:01:30;interaction;laying,ground
1_Video_13;19;00:01:30;00:01:39;interaction;getting,arrested
1_Video_13;19;00:01:40;00:01:40;teleport;jail,prison
1_Video_13;19;00:01:40;00:01:46;locationstay;jail,cell,prison
1_Video_13;19;00:01:44;00:01:46;interaction;inspecting,drawer
1_Video_14;19;00:00:00;00:00:12;loadingscreen;black,screen,dialog
1_Video_14;19;00:00:03;00:00:12;dialog;red,man,dialog
1_Video_14;19;00:00:12;00:00:56;locationstay;hide,and,seek,arena
1_Video_14;19;00:00:12;00:00:24;locationstay;outside
1_Video_14;19;00:00:21;00:00:23;interaction;hiding,carton
1_Video_14;19;00:00:25;00:00:32;locationstay;inside
1_Video_14;19;00:00:32;00:00:48;locationstay;outside
1_Video_14;19;00:00:34;00:00:46;interaction;hiding,carton,blue,monster
1_Video_14;19;00:00:48;00:00:56;locationstay;inside
1_Video_14;19;00:00:48;00:00:49;interaction;opening,door
1_Video_14;19;00:00:54;00:00:56;interaction;hiding,carton
1_Video_15;19;00:00:00;00:01:29;locationstay;hide,and,seek,arena
1_Video_15;19;00:00:00;00:00:21;locationstay;inside
1_Video_15;19;00:00:00;00:00:22;interaction;hiding,carton
1_Video_15;19;00:00:21;00:00:27;locationstay;outside
1_Video_15;19;00:00:28;00:00:33;locationstay;inside
1_Video_15;19;00:00:34;00:01:27;locationstay;outside
1_Video_15;19;00:00:36;00:01:20;interaction;hiding,carton
1_Video_15;19;00:00:51;00:00:54;interaction;blue,monster,seeking,players
1_Video_15;19;00:00:57;00:00:57;interaction;entering,green,free,fall,tower
1_Video_15;19;00:00:57;00:01:29;interaction;sitting,green,free,fall,tower
1_Video_15;19;00:01:22;00:01:25;interaction;hiding,carton
1_Video_15;19;00:01:28;00:01:29;interaction;hiding,carton
1_Video_16;19;00:00:00;00:00:50;locationstay;hide,and,seek,arena
1_Video_16;19;00:00:00;00:00:15;locationstay;outside
1_Video_16;19;00:00:00;00:00:30;interaction;hiding,carton
1_Video_16;19;00:00:04;00:00:08;interaction;blue,monster,seeking,players
1_Video_16;19;00:00:16;00:00:33;locationstay;inside,purple,stairs
1_Video_16;19;00:00:33;00:00:36;locationstay;labyrinth
1_Video_16;19;00:00:35;00:00:36;interaction;running,away,purple,hands,fog
1_Video_16;19;00:00:41;00:00:46;locationstay;purple,stairs
1_Video_16;19;00:00:46;00:00:50;interaction;hiding,carton
1_Video_16;19;00:00:46;00:00:50;locationstay;outside
1_Video_17;19;00:00:00;00:01:15;locationstay;hide,and,seek,arena
1_Video_17;19;00:00:00;00:00:26;locationstay;outside
1_Video_17;19;00:00:00;00:00:34;interaction;hiding,carton
1_Video_17;19;00:00:27;00:00:54;locationstay;inside
1_Video_17;19;00:00:27;00:00:33;locationstay;tower
1_Video_17;19;00:00:34;00:00:41;locationstay;hallway
1_Video_17;19;00:00:36;00:00:39;interaction;hiding,carton
1_Video_17;19;00:00:39;00:00:54;locationstay;library
1_Video_17;19;00:00:54;00:00:54;interaction;opening,door
1_Video_17;19;00:00:54;00:00:58;locationstay;outside
1_Video_17;19;00:00:58;00:01:07;locationstay;inside
1_Video_17;19;00:00:58;00:01:01;locationstay;library
1_Video_17;19;00:01:01;00:01:07;locationstay;hallway
1_Video_17;19;00:01:07;00:01:08;interaction;climbing,ladder
1_Video_17;19;00:01:08;00:01:15;locationstay;outside,rocky
1_Video_18;19;00:00:00;00:00:04;locationstay;outside,front,house,day
1_Video_18;19;00:00:04;00:01:25;locationstay;inside,house
1_Video_18;19;00:00:07;00:00:30;dialog;tutorial
1_Video_18;19;00:00:16;00:00:24;interaction;dresser,opening,closing,drawers
1_Video_18;19;00:00:20;00:00:20;interaction;clicking,candy
1_Video_18;19;00:00:22;00:00:22;interaction;clicking,candy
1_Video_18;19;00:00:27;00:00:34;interaction;using,baseball,bat
1_Video_18;19;00:00:35;00:00:56;interaction;dresser,opening,closing,drawers
1_Video_18;19;00:00:47;00:00:47;interaction;clicking,money
1_Video_18;19;00:01:08;00:01:12;interaction;nightstand,opening,closing,drawers
1_Video_18;19;00:01:10;00:01:10;interaction;clicking,money
1_Video_18;19;00:01:15;00:01:15;interaction;sleeping,bed
1_Video_18;19;00:01:18;00:01:22;interaction;nightstands,opening,closing,drawers
1_Video_19;19;00:00:00;00:01:16;locationstay;inside,house
1_Video_19;19;00:00:00;00:00:05;dialog;pizza,delivery
1_Video_19;19;00:00:10;00:00:16;dialog;pizza
1_Video_19;19;00:00:38;00:01:10;interaction;sitting,red,couch,players,together
1_Video_19;19;00:00:39;00:00:46;dialog;light,TV
1_Video_19;19;00:00:43;00:00:43;interaction;opening,chat,window
1_Video_19;19;00:00:48;00:00:49;interaction;entering,chat,message
1_Video_19;19;00:00:52;00:01:04;interaction;entering,chat,message
1_Video_19;19;00:01:13;00:01:16;interaction;watching,TV
1_Video_20;19;00:00:00;00:01:30;locationstay;inside,house
1_Video_20;19;00:00:00;00:00:03;locationstay;bedroom
1_Video_20;19;00:00:00;00:00:34;dialog;tutorial
1_Video_20;19;00:00:26;00:00:26;teleport;
1_Video_20;19;00:00:26;00:00:40;locationstay;main,hall
1_Video_20;19;00:00:38;00:00:40;interaction;hiding,wardrobe
1_Video_20;19;00:00:41;00:00:41;teleport;showing,monster
1_Video_20;19;00:00:41;00:00:45;interaction;showing,monster
1_Video_20;19;00:00:46;00:00:46;teleport;back,player
1_Video_20;19;00:00:47;00:01:20;interaction;hiding,wardrobe
1_Video_20;19;00:01:07;00:01:20;interaction;observing,purple,monster
1_Video_20;19;00:01:27;00:01:30;dialog;run,in,basement
