Video;Editor;Scenestart (HH:MM:SS);Sceneend (HH:MM:SS);Eventtype;Additional Information
8_Video_ 7;22;00:00:24;00:00:32;loadingscreen;box,white
8_Video_ 7;22;00:00:34;00:01:00;interaction;roaming
8_Video_ 8;22;00:00:00;00:00:20;locationstay;outside,park
8_Video_ 8;22;00:00:20;00:01:17;locationstay;building,game
8_Video_ 8;22;00:00:00;00:00:23;interaction;roaming
8_Video_ 8;22;00:00:23;00:00:43;interaction;looking,game
8_Video_ 8;22;00:00:23;00:00:43;interaction;details,game
8_Video_ 8;22;00:00:43;00:00:44;interaction;roaming
8_Video_ 8;22;00:00:44;00:01:17;interaction;looking,game
8_Video_ 8;22;00:00:23;00:00:40;loadingscreen;box,white
8_Video_ 8;22;00:00:44;00:01:17;loadingscreen;box,white
8_Video_ 8;22;00:00:45;00:01:17;interaction;details,game
8_Video_ 9;22;00:00:00;00:01:00;locationstay;outside,park
8_Video_ 9;22;00:00:00;00:00:02;interaction;roaming
8_Video_ 9;22;00:00:02;00:00:06;interaction;standing,waving
8_Video_ 9;22;00:00:06;00:00:11;interaction;roaming
8_Video_ 9;22;00:00:11;00:00:15;interaction;standing,waving
8_Video_ 9;22;00:00:15;00:00:22;interaction;roaming
8_Video_ 9;22;00:00:22;00:00:26;interaction;standing,waving
8_Video_ 9;22;00:00:26;00:00:36;interaction;roaming
8_Video_ 9;22;00:00:36;00:00:39;interaction;standing,waving
8_Video_ 9;22;00:00:39;00:01:00;interaction;roaming
8_Video_ 10;22;00:00:00;00:00:14;locationstay;outside,road
8_Video_ 10;22;00:00:14;00:00:20;locationstay;building,lobby
8_Video_ 10;22;00:00:20;00:00:28;locationstay;outside,road
8_Video_ 10;22;00:00:28;00:00:32;locationstay;building,lobby
8_Video_ 10;22;00:00:32;00:00:34;locationstay;outside,beach
8_Video_ 10;22;00:00:34;00:00:34;locationstay;outside,water
8_Video_ 10;22;00:00:34;00:01:03;locationstay;outside,street
8_Video_ 10;22;00:00:00;00:01:03;interaction;roaming
8_Video_ 11;22;00:00:00;00:03:01;locationstay;outside,street
8_Video_ 11;22;00:00:00;00:03:01;interaction;roaming
8_Video_ 12;22;00:00:00;00:01:04;locationstay;outside,garden
8_Video_ 12;22;00:01:04;00:01:05;loadingscreen;loading
8_Video_ 12;22;00:01:05;00:01:24;locationstay;outside,garden
8_Video_ 12;22;00:01:24;00:01:24;teleport;
8_Video_ 12;22;00:01:24;00:01:48;locationstay;outside,garden
8_Video_ 12;22;00:01:48;00:02:04;loadingscreen;loading,scene
8_Video_ 12;22;00:02:04;00:02:10;locationstay;outside,street
8_Video_ 12;22;00:02:10;00:02:25;loadingscreen;loading,scene
8_Video_ 12;22;00:00:00;00:00:59;interaction;roaming
8_Video_ 12;22;00:00:59;00:01:04;mainmenu;map
8_Video_ 12;22;00:01:05;00:01:19;interaction;roaming
8_Video_ 12;22;00:01:19;00:01:24;mainmenu;map
8_Video_ 12;22;00:01:24;00:01:45;interaction;roaming
8_Video_ 12;22;00:01:45;00:01:48;mainmenu;map
8_Video_ 12;22;00:02:04;00:02:08;interaction;hovering
8_Video_ 12;22;00:02:08;00:02:10;mainmenu;map
8_Video_ 13;22;00:00:00;00:00:16;locationstay;outside,garden
8_Video_ 13;22;00:00:16;00:00:38;locationstay;building,lobby
8_Video_ 13;22;00:00:38;00:00:40;locationstay;outside,street
8_Video_ 13;22;00:00:40;00:00:43;locationstay;house,pumpkin
8_Video_ 13;22;00:00:43;00:00:50;locationstay;outside,street
8_Video_ 13;22;00:00:50;00:00:59;locationstay;building,lobby
8_Video_ 13;22;00:00:59;00:01:06;locationstay;outside,street
8_Video_ 13;22;00:01:06;00:01:23;locationstay;building,lobby
8_Video_ 13;22;00:01:23;00:01:50;locationstay;outside,street
8_Video_ 13;22;00:01:50;00:02:02;locationstay;building,hallway
8_Video_ 13;22;00:00:00;00:00:21;interaction;roaming
8_Video_ 13;22;00:00:21;00:00:33;dialog;npc,information,description
8_Video_ 13;22;00:00:33;00:02:02;interaction;roaming
8_Video_ 14;22;00:00:00;00:00:40;locationstay;outside,lawn
8_Video_ 14;22;00:00:40;00:02:01;locationstay;outside,path
8_Video_ 14;22;00:00:00;00:00:28;interaction;roaming
8_Video_ 14;22;00:00:08;00:00:20;mainmenu;inventory,equipment,tasks
8_Video_ 14;22;00:00:28;00:00:36;dialog;npc,information,purchase
8_Video_ 14;22;00:00:35;00:00:41;mainmenu;inventory
8_Video_ 14;22;00:00:37;00:00:53;interaction;roaming
8_Video_ 14;22;00:00:53;00:01:00;dialog;npc,gift
8_Video_ 14;22;00:01:00;00:01:10;interaction;roaming
8_Video_ 14;22;00:01:10;00:01:19;dialog;npc,transaction
8_Video_ 14;22;00:01:19;00:01:33;interaction;roaming
8_Video_ 14;22;00:01:33;00:01:50;dialog;npc,information
8_Video_ 14;22;00:01:50;00:02:01;interaction;roaming
8_Video_ 15;22;00:00:00;00:02:03;locationstay;outside,garden
8_Video_ 15;22;00:00:00;00:02:03;interaction;standing
8_Video_ 15;22;00:00:03;00:00:13;interaction;waving
8_Video_ 15;22;00:00:14;00:00:16;mainmenu;select,emote
8_Video_ 15;22;00:00:16;00:00:18;interaction;fistpump
8_Video_ 15;22;00:00:20;00:00:45;interaction;waving
8_Video_ 15;22;00:00:45;00:00:48;mainmenu;select,emote
8_Video_ 15;22;00:00:48;00:00:51;interaction;waving
8_Video_ 15;22;00:00:51;00:00:55;mainmenu;select,emote
8_Video_ 15;22;00:00:55;00:01:30;interaction;handsair,clapping
8_Video_ 15;22;00:01:24;00:01:30;mainmenu;select,emote
8_Video_ 15;22;00:01:30;00:01:37;interaction;clapping
8_Video_ 15;22;00:01:37;00:01:40;mainmenu;select,emote
8_Video_ 15;22;00:01:40;00:01:46;interaction;handsair
8_Video_ 15;22;00:01:46;00:01:46;mainmenu;select,emote
8_Video_ 15;22;00:01:46;00:01:49;interaction;waving
8_Video_ 15;22;00:01:49;00:01:52;mainmenu;select,emote
8_Video_ 15;22;00:01:52;00:02:03;interaction;waving
8_Video_ 16;22;00:00:00;00:00:26;locationstay;outside,garden
8_Video_ 16;22;00:00:26;00:00:32;locationstay;outside,road
8_Video_ 16;22;00:00:32;00:02:01;locationstay;outside,garden
8_Video_ 16;22;00:00:00;00:02:01;interaction;roaming
8_Video_ 17;22;00:00:00;00:00:11;locationstay;outside,garden
8_Video_ 17;22;00:00:11;00:00:13;locationstay;outside,road
8_Video_ 17;22;00:00:13;00:00:36;locationstay;outside,garden
8_Video_ 17;22;00:00:36;00:00:39;locationstay;building,lobby
8_Video_ 17;22;00:00:39;00:00:57;locationstay;outside,garden
8_Video_ 17;22;00:00:57;00:00:59;locationstay;art,exhibit
8_Video_ 17;22;00:00:59;00:01:05;locationstay;outside,garden
8_Video_ 17;22;00:01:05;00:01:09;locationstay;building,lobby
8_Video_ 17;22;00:01:09;00:01:22;locationstay;outside,garden
8_Video_ 17;22;00:01:22;00:01:29;locationstay;outside,gallery,art
8_Video_ 17;22;00:01:29;00:01:30;loadingscreen;loading,scene
8_Video_ 17;22;00:01:30;00:01:59;locationstay;outside,garden
8_Video_ 17;22;00:01:59;00:02:02;locationstay;building,lobby
8_Video_ 17;22;00:02:02;00:02:04;locationstay;outside,garden
8_Video_ 17;22;00:02:04;00:02:14;locationstay;outside,train,track
8_Video_ 17;22;00:02:14;00:02:33;locationstay;outside,runway
8_Video_ 17;22;00:00:00;00:01:25;interaction;roaming
8_Video_ 17;22;00:01:25;00:01:29;mainmenu;map
8_Video_ 17;22;00:01:30;00:02:33;interaction;roaming
8_Video_ 18;22;00:00:00;00:01:01;locationstay;outside,street
8_Video_ 18;22;00:00:00;00:01:01;interaction;roaming
8_Video_ 19;22;00:00:00;00:00:06;locationstay;outside,street
8_Video_ 19;22;00:00:06;00:00:06;teleport;
8_Video_ 19;22;00:00:06;00:00:13;locationstay;outside,street
8_Video_ 19;22;00:00:13;00:00:15;loadingscreen;loading,scene
8_Video_ 19;22;00:00:15;00:00:21;locationstay;outside,street
8_Video_ 19;22;00:00:21;00:00:22;loadingscreen;loading,scene
8_Video_ 19;22;00:00:22;00:02:02;locationstay;outside,street
8_Video_ 19;22;00:00:00;00:00:03;interaction;roaming
8_Video_ 19;22;00:00:03;00:00:06;mainmenu;map
8_Video_ 19;22;00:00:06;00:00:09;interaction;waiting
8_Video_ 19;22;00:00:09;00:00:13;mainmenu;map
8_Video_ 19;22;00:00:15;00:00:18;interaction;waiting
8_Video_ 19;22;00:00:18;00:00:21;mainmenu;map
8_Video_ 19;22;00:00:22;00:00:25;interaction;waiting
8_Video_ 19;22;00:00:25;00:02:02;interaction;roaming
8_Video_ 20;22;00:00:00;00:01:21;locationstay;outside,street
8_Video_ 20;22;00:00:00;00:01:21;interaction;standing
8_Video_ 20;22;00:00:03;00:00:37;interaction;waving
8_Video_ 20;22;00:00:37;00:00:40;mainmenu;select,emote
8_Video_ 20;22;00:00:40;00:01:21;interaction;handsair,clapping
