Video;Metaverse name;Editor;Frame (from);Frame (to, optional);Action;Relevant Objects;Description
12_Video_2.mp4;Unreal;12;01:11:00;01:18:00;A6;avatar, plastic lid;grabbing and dropping plastic lid from shelf
12_Video_2.mp4;Unreal;12;01:15:00;01:17:00;A6;avatar, black whiteboard marker;grabbing and dropping black whiteboard marker
12_Video_2.mp4;Unreal;12;01:19:00;;A8;avatar;quickturn left 45 degrees
12_Video_2.mp4;Unreal;12;01:19:00;01:20:00;A8;avatar;manual turning left 90 degrees
12_Video_2.mp4;Unreal;12;01:20:00;01:22:00;A1;avatar;walking inside conservatory
12_Video_2.mp4;Unreal;12;01:24:00;01:25:00;A1;avatar;walking inside conservatory towards wall
12_Video_2.mp4;Unreal;12;01:25:00;;A2;avatar, wall;walking against wall
12_Video_2.mp4;Unreal;12;01:27:00;;A8;avatar;quickturn left 45 degrees
12_Video_2.mp4;Unreal;12;01:27:00;01:29:00;A8;avatar;manual turning left 135 degrees
12_Video_2.mp4;Unreal;12;01:30:00;01:32:00;A1;avatar;walking inside conservatory
12_Video_2.mp4;Unreal;12;01:33:00;;A8;avatar;quickturn right 45 degrees
12_Video_2.mp4;Unreal;12;;;;;
12_Video_2.mp4;Unreal;12;01:33:00;01:34:00;A8;avatar;manual turning right 45 degrees
12_Video_2.mp4;Unreal;12;01:36:00;;A7;avatar;teleport inside conservatory
12_Video_2.mp4;Unreal;12;01:41:00;;A6;avatar, microphone switch;pressing blinking microphone switch
12_Video_2.mp4;Unreal;12;01:42:00;01:58:00;A5;avatar, Dad;"conversation with ""Alyx dad"""
12_Video_2.mp4;Unreal;12;;;;;
12_Video_2.mp4;Unreal;12;01:57:00;22:01:00;A6;avatar, matchbox;grabbing and dropping matchbox
12_Video_2.mp4;Unreal;12;01:59:00;02:10:00;A5;avatar, Russel;"conversation with ""Russel"""
12_Video_2.mp4;Unreal;12;;;;;
12_Video_2.mp4;Unreal;12;02:10:00;02:29:00;A5;avatar, Dad;"conversation with ""Alyx dad"""
12_Video_2.mp4;Unreal;12;;;;;
12_Video_2.mp4;Unreal;12;02:35:00;02:39:00;A6;avatar, coffee mug;grabbing and dropping coffee mug
12_Video_2.mp4;Unreal;12;02:41:00; 02:41;A8;avatar;manual turning right 90 degrees
12_Video_2.mp4;Unreal;12;02:46:00;;A7;avatar;teleport inside conservatory
12_Video_2.mp4;Unreal;12;02:50:00;02:54:00;A6;avatar, door handle bar;grabbing door handle bar, opening sliding door 
12_Video_2.mp4;Unreal;12;02:56:00;02:58:00;A8;avatar;manual turning 180 degrees
12_Video_2.mp4;Unreal;12;03:00:00;03:02:00;A1;avatar;walking inside conservatory towards metall shelf
12_Video_2.mp4;Unreal;12;03:02:00;03:03:00;A2;avatar, metall shelf;walking against metall shelf
12_Video_2.mp4;Unreal;12;03:04:00;03:05:00;A2;avatar, metall shelf;walking against metall shelf
12_Video_2.mp4;Unreal;12;03:06:00;03:07:00;A8;avatar;manual turning  right 135 degrees
12_Video_2.mp4;Unreal;12;03:09:00;;A7;avatar;teleporting onto stairwell pedestal
12_Video_2.mp4;Unreal;12;03:15:00;;A8;avatar;quickturn right 45 degrees
12_Video_2.mp4;Unreal;12;03:15:00;;A8;avatar;quickturn right 45 degrees
12_Video_2.mp4;Unreal;12;03:21:00;;A7;avatar;teleporting on stairwell pedestal
12_Video_2.mp4;Unreal;12;03:21:00;03:27:00;A10;avatar, HUD;tutorial menu
12_Video_2.mp4;Unreal;12;03:27:00;03:29:00;A10;menu;opening menu
12_Video_2.mp4;Unreal;12;03:31:00;;A7;avatar;teleporting into hallway
12_Video_2.mp4;Unreal;12;03:34:00;03:37:00;A1;avatar;walking inside hallway
12_Video_2.mp4;Unreal;12;03:37:00;03:40:00;A8;avatar;manual turning  180 degrees
12_Video_2.mp4;Unreal;12;03:40:00;03:42:00;A1;avatar;walking inside hallway
12_Video_2.mp4;Unreal;12;03:42:00;03:44:00;A8;avatar;manual turning  180 degrees
12_Video_2.mp4;Unreal;12;03:45:00;;A8;avatar;quickturn left 45 degrees
12_Video_2.mp4;Unreal;12;03:48:00;;A7;avatar;teleporting inside hallway
12_Video_2.mp4;Unreal;12;03:49:00;03:50:00;A8;avatar;manual turning right 90 degrees
12_Video_2.mp4;Unreal;12;03:51:00;03:53:00;A6;avatar, paint bucket;grabbing and dropping paint bucket
12_Video_2.mp4;Unreal;12;03:54:00;03:55:00;A8;avatar;manual turning left 90 degrees
12_Video_2.mp4;Unreal;12;03:57:00;;A7;avatar;teleporting inside hallway
12_Video_2.mp4;Unreal;12;03:57:00;03:59:00;A8;avatar;manual turning right 90 degrees
12_Video_2.mp4;Unreal;12;04:01:00;;A7;avatar;teleporting inside hallway
12_Video_2.mp4;Unreal;12;04:02:00;;A7;avatar;teleporting inside hallway
12_Video_2.mp4;Unreal;12;04:02:00;04:04:00;A1;avatar;walking inside hallway towards door
12_Video_2.mp4;Unreal;12;04:06:00;04:08:00;A6;avatar, door handle  ;grabbing and pressing door handle, opening door to balcony
12_Video_2.mp4;Unreal;12;04:11:00;;A7;avatar;teleporting onto balcony
12_Video_2.mp4;Unreal;12;04:12:00;04:13:00;A8;avatar;manual turning 180 degrees
12_Video_2.mp4;Unreal;12;04:14:00;;A8;avatar;manual turning 180 degrees
12_Video_2.mp4;Unreal;12;04:17:00;04:18:00;A4;avatar, walking robot;waving with right hand at walking robot
12_Video_3.mp4;Unreal;12;00:00:00;00:01:00;A4;avatar, walking robot;waving with right hand at walking robot
12_Video_3.mp4;Unreal;12;00:15:00;00:16:00;A8;avatar;manual turning 180 degrees
12_Video_3.mp4;Unreal;12;00:19:00;;A7;avatar;teleporting into hallway
12_Video_3.mp4;Unreal;12;00:19:00;;A3;avatar;entering hallway
12_Video_3.mp4;Unreal;12;00:21:00;00:22:00;A8;avatar;manual turning 180 degrees
12_Video_3.mp4;Unreal;12;00:24:00;;A7;avatar;teleporting onto balcony
12_Video_3.mp4;Unreal;12;00:29:00;;A7;avatar;teleport on balcony
12_Video_3.mp4;Unreal;12;00:33:00;;A7;avatar, balcony railing;teleport on balcony next to railing
12_Video_3.mp4;Unreal;12;00:34:00;00:43:00;A1;avatar, balcony railing;walking through balcony railing into the air
12_Video_3.mp4;Unreal;12;00:34:00;00:50:00;A2;avatar, balcony railing;yellow fade out with arrow pointing backwards
12_Video_3.mp4;Unreal;12;00:45:00;00:47:00;A8;avatar;manual turning 180 degrees
12_Video_3.mp4;Unreal;12;00:47:00;00:52:00;A1;avatar, balcony railing;walking back from air through balcony railing onto balcony
12_Video_3.mp4;Unreal;12;00:54:00;;A7;avatar;teleport on balcony
12_Video_3.mp4;Unreal;12;;;;;
12_Video_3.mp4;Unreal;12;00:55:00;00:56:00;A1;avatar;walking on balcony
12_Video_3.mp4;Unreal;12;00:57:00;00:58:00;A6;avatar, flower pot;grabbing and dropping flower pot
12_Video_3.mp4;Unreal;12;00:58:00;01:01:00;A8;avatar;manual turning 180 degrees
12_Video_3.mp4;Unreal;12;01:02:00;01:05:00;A1;avatar;walking on balcony
12_Video_3.mp4;Unreal;12;01:06:00;;A8;avatar;quickturn left 45 degrees
12_Video_3.mp4;Unreal;12;01:10:00;;A7;avatar;teleport on balcony
12_Video_3.mp4;Unreal;12;01:10:00;01:11:00;A8 ;avatar;manual turning right 135 degrees
12_Video_3.mp4;Unreal;12;01:12:00;01:14:00;A1;avatar;walking on balcony
12_Video_3.mp4;Unreal;12;01:15:00;;A8;avatar;quickturn left 45 degrees
12_Video_3.mp4;Unreal;12;01:15:00;;A8;avatar;quickturn left 45 degrees
12_Video_3.mp4;Unreal;12;01:16:00;;A8;avatar;quickturn left 45 degrees
12_Video_3.mp4;Unreal;12;01:17:00;;A8;avatar;quickturn left 45 degrees
12_Video_3.mp4;Unreal;12;01:21:00;;A7;avatar;teleporting onto small stairwell
12_Video_3.mp4;Unreal;12;01:22:00;01:23:00;A1;avatar, door;walking on small stairwell towards dorr
12_Video_3.mp4;Unreal;12;01:23:00;01:24:00;A6;avatar, door;pushing door open by hand
12_Video_3.mp4;Unreal;12;01:29:00;;A7;avatar;teleport into small hallway
12_Video_3.mp4;Unreal;12;01:29:00;;A3;avatar;entering small hallway
12_Video_3.mp4;Unreal;12;01:29:00;01:31:00;A8;avatar;manual turning right 135 degrees
12_Video_3.mp4;Unreal;12;01:32:00;01:36:00;A1;avatar, wall;walking back through door out of the small hallway against a wall
12_Video_3.mp4;Unreal;12;01:36:00;01:37:00;A2;avatar, wall;yellow fade out colliding with wall
12_Video_3.mp4;Unreal;12;01:37:00;01:38:00;A1;avatar, wall;walking backwards out of wall
12_Video_3.mp4;Unreal;12;01:38:00;01:39:00;A1;avatar, wall;walking towards wall 
12_Video_3.mp4;Unreal;12;01:39:00;01:39:00;A2;avatar, wall;yellow fade out colliding with wall
12_Video_3.mp4;Unreal;12;01:39:00;01:40:00;A1;avatar, wall;walking backwards out of wall
12_Video_3.mp4;Unreal;12;01:40:00;01:41:00;A8;avatar;manual turning left 45 degrees
12_Video_3.mp4;Unreal;12;01:41:00;;A7;avatar;teleporting onto balcony
12_Video_3.mp4;Unreal;12;01:41:00;01:42:00;A8;avatar;manual turning right 90 degrees
12_Video_3.mp4;Unreal;12;01:42:00;01:44:00;A1;avatar;walking on balcony
12_Video_3.mp4;Unreal;12;01:44:00;01:46:00;A8;avatar;manual turning 180 degrees
12_Video_3.mp4;Unreal;12;01:47:00;;A7;avatar;teleporting on balcony
12_Video_3.mp4;Unreal;12;01:49:00;;A7;avatar;teleporting on balcony
12_Video_3.mp4;Unreal;12;01:49:00;01:50:00;A8;avatar;manual turning left 45 degrees
12_Video_3.mp4;Unreal;12;01:52:00;;A7;avatar;teleporting into small hallway
12_Video_3.mp4;Unreal;12;01:52:00;;A3;avatar;entering small hallway
12_Video_3.mp4;Unreal;12;01:52:00;;A8;avatar;quickturn right 45 degrees
12_Video_3.mp4;Unreal;12;01:55:00;;A7;avatar;observation room
12_Video_3.mp4;Unreal;12;01:59:00;;A7;avatar;teleporting into observation room
12_Video_3.mp4;Unreal;12;02:06:00;02:09:00;A4;avatar, glowing insect;waving at glowing insect with right hand
12_Video_3.mp4;Unreal;12;02:10:00;02:11:00;A4;avatar, glowing insect;waving at glowing insect with right hand
12_Video_3.mp4;Unreal;12;02:13:00;;A7;avatar;teleporting inside of observation room
12_Video_3.mp4;Unreal;12;02:14:00;;A8;avatar;manual turning right 45 degrees
12_Video_3.mp4;Unreal;12;02:15:00;02:32:00;A6;avatar, feeding can, insect jar;grabbing feeding can, shaking can above insect jar, dropping can on table
12_Video_3.mp4;Unreal;12;02:37:00;22:48:00;A6;avatar, black whiteboard marker;grabbing and dropping black whiteboard marker
12_Video_3.mp4;Unreal;12;02:40:00;02:42:00;A1;avatar;walking inside observation room towards whiteboard
12_Video_3.mp4;Unreal;12;02:42:00;02:44:00;A6;avatar, black whiteboard marker, whiteboard;drawing checkbox with black whiteboard marker onto whiteboard
12_Video_3.mp4;Unreal;12;02:44:00;02:46:00;A6;avatar, black whiteboard marker, whiteboard;drawing checkmark with black whiteboard marker onto whiteboard
12_Video_3.mp4;Unreal;12;02:46:00;02:47:00;A8;avatar;manual turning left 90 degrees
12_Video_3.mp4;Unreal;12;02:50:00;02:52:00;A1;avatar;walking inside observation room
12_Video_3.mp4;Unreal;12;02:52:00;02:53:00;A8;avatar;manual turning right 135 degrees
12_Video_3.mp4;Unreal;12;02:53:00;02:56:00;A1;avatar;walking inside observation room
12_Video_3.mp4;Unreal;12;02:54:00;02:56:00;A8;avatar;manual turning right 90 degrees
12_Video_3.mp4;Unreal;12;02:56:00;02:57:00;A6;avatar, insect jar;touching insect jar
12_Video_3.mp4;Unreal;12;02:58:00;02:59:00;A6;avatar, insect jar;trying to lift insect jar
12_Video_3.mp4;Unreal;12;02:59:00;03:00:00;A8;avatar;manual turning left 90 degrees
12_Video_3.mp4;Unreal;12;03:00:00;03:01:00;A8;avatar;manual turning right 45 degrees
12_Video_3.mp4;Unreal;12;03:01:00;;A7;avatar;teleporting inside observation room
12_Video_3.mp4;Unreal;12;03:02:00;03:03:00;A1;avatar;walking inside observation room
12_Video_3.mp4;Unreal;12;03:03:00;03:15:00;A6;avatar, camera;grabbing and releasing camera handle
12_Video_3.mp4;Unreal;12;03:05:00;03:06:00;A6;avatar, camera;looking through camera
12_Video_3.mp4;Unreal;12;03:09:00;03:11:00;A6;avatar, camera;watching camera monitor
12_Video_3.mp4;Unreal;12;03:11:00;03:12:00;A6;avatar, camera;looking through camera
12_Video_3.mp4;Unreal;12;03:17:00;03:20:00;A8;avatar;manual turning 180 degrees
12_Video_3.mp4;Unreal;12;03:21:00;;A8 ;avatar;manual turning right 45 degrees
12_Video_3.mp4;Unreal;12;03:22:00;;A7;avatar;teleporting inside observation room
12_Video_3.mp4;Unreal;12;03:22:00;03:23:00;A8 ;avatar;manual turning right 45 degrees
12_Video_3.mp4;Unreal;12;03:26:00;03:29:00;A6;avatar, video tape;grabbing and dropping video tape
12_Video_3.mp4;Unreal;12;03:29:00;03:30:00;A8;avatar;manual turning 180 degrees
12_Video_3.mp4;Unreal;12;03:30:00;03:32:00;A1;avatar;walking inside observation room
12_Video_3.mp4;Unreal;12;03:32:00;03:33:00;A8;avatar;manual turning right 270 degrees
12_Video_3.mp4;Unreal;12;03:33:00;03:36:00;A8;avatar;manual turning 180 degrees
12_Video_3.mp4;Unreal;12;03:36:00;03:40:00;A6;avatar, chair;grabbing and dropping chair
12_Video_3.mp4;Unreal;12;03:38:00;03:39:00;A8 ;avatar;manual turning left 90 degrees
12_Video_3.mp4;Unreal;12;03:40:00;03:41:00;A8;avatar;manual turning right 90 degrees
12_Video_3.mp4;Unreal;12;03:42:00;03:43:00;A8;avatar;manual turning right 45 degrees
12_Video_3.mp4;Unreal;12;03:43:00;03:44:00;A4;avatar, glowing insect;waving at glowing insect with right hand
12_Video_3.mp4;Unreal;12;03:44:00;03:45:00;A8 ;avatar;manual turning left 225 degrees
12_Video_3.mp4;Unreal;12;03:46:00;;A7;avatar;teleporting inside observation room
12_Video_3.mp4;Unreal;12;03:48:00;03:50:00;A6;avatar, door handle;grabbing and pushing door handle, opening door
12_Video_3.mp4;Unreal;12;03:53:00;;A7;avatar;teleporting into hallway
12_Video_3.mp4;Unreal;12;03:55:00;03:56:00;A8;avatar;manual turning right 135 degrees
12_Video_3.mp4;Unreal;12;03:56:00;03:58:00;A1;avatar, electrical device;walking inside hallway towards electrical device
12_Video_3.mp4;Unreal;12;03:58:00;04:02:00;A6;avatar, electrical device;trying to trigger electrical switches
12_Video_3.mp4;Unreal;12;04:03:00;;A8;avatar;manual turning left 90 degrees
12_Video_3.mp4;Unreal;12;04:05:00;;A7;avatar;teleporting inside hallway
12_Video_3.mp4;Unreal;12;04:07:00;04:11:00;A6;avatar, broom;grabbing and dropping broom
12_Video_3.mp4;Unreal;12;04:13:00;04:18:00;A6;avatar, broom;grabbing and dropping broom, using brom
12_Video_3.mp4;Unreal;12;04:20:00;04:21:00;A8;avatar;manual turning right 135 degrees
12_Video_3.mp4;Unreal;12;04:22:00;04:23:00;A1;avatar;walking in hallway
12_Video_3.mp4;Unreal;12;04:23:00;04:24:00;A6 ;avatar, light switch;toggling light switch off
12_Video_3.mp4;Unreal;12;04:26:00;;A6 ;avatar, light switch;toggling light switch on
12_Video_3.mp4;Unreal;12;04:28:00;;A6 ;avatar, light switch;toggling light switch off
12_Video_3.mp4;Unreal;12;04:30:00;;A6 ;avatar, elevator button;pressing elevator button
12_Video_3.mp4;Unreal;12;04:31:00;04:35:00;A8;avatar;manual turning 360 degrees
12_Video_4.mp4;Unreal;12;00:02:00;;A7;avatar, elevator;teleporting into elevator
12_Video_4.mp4;Unreal;12;00:05:00;00:06:00;A6;avatar, sticker;trying to peel off sticker from wall
12_Video_4.mp4;Unreal;12;00:06:00;00:07:00;A8;avatar;manual turning left 135 degrees
12_Video_4.mp4;Unreal;12;00:09:00;;A6;avatar, elevator button;pressing elevator button
12_Video_4.mp4;Unreal;12;00:10:00;;A6;avatar, elevator button;pressing elevator button
12_Video_4.mp4;Unreal;12;00:12:00;;A6;avatar, elevator button;pressing elevator button
12_Video_4.mp4;Unreal;12;00:14:00;;A6;avatar, elevator button;pressing elevator button
12_Video_4.mp4;Unreal;12;00:14:00;00:15:00;A8;avatar;manual turning left 90 degrees
12_Video_4.mp4;Unreal;12;00:25:00;;A7;avatar;teleporting into basement room
12_Video_4.mp4;Unreal;12;00:28:00;;A7;avatar;teleporting inside of basement room
12_Video_4.mp4;Unreal;12;00:29:00;00:30:00;A4;avatar, female citizen;waving at female citizen with right hand
12_Video_4.mp4;Unreal;12;00:30:00;;A5;avatar, female citizen;conversation with female citizen
12_Video_4.mp4;Unreal;12;00:30:00;00:32:00;A1;avatar;walking toward female citizen at the window
12_Video_4.mp4;Unreal;12;00:41:00;00:42:00;A4;avatar, female citizen;waving at female citizen with right hand
12_Video_4.mp4;Unreal;12;00:42:00;00:44:00;A8;avatar;manual turning 180 degrees
12_Video_4.mp4;Unreal;12;00:46:00;;A7;avatar;teleporting inside of basement room
12_Video_4.mp4;Unreal;12;00:46:00;00:49:00;A8;avatar;manual turning 180 degrees
12_Video_4.mp4;Unreal;12;00:55:00;;A7;avatar;teleporting inside of basement room
12_Video_4.mp4;Unreal;12;00:55:00;;A8;avatar;manual turning left 90 degrees
12_Video_4.mp4;Unreal;12;00:56:00;00:57:00;A1;avatar;walking inside of basement room
12_Video_4.mp4;Unreal;12;00:59:00;01:00:00;A6;avatar, washing machine;trying to open washing machine
12_Video_4.mp4;Unreal;12;01:00:00;01:02:00;A1;avatar;walking backwards inside of basement room
12_Video_4.mp4;Unreal;12;01:03:00;;A7;avatar;teleporting inside of basement room
12_Video_4.mp4;Unreal;12;01:04:00;01:05:00;A6;avatar, washing machine;trying to open washing machine
12_Video_4.mp4;Unreal;12;01:08:00;01:12:00;A6;avatar, laundry basket;grabbing and dropping laundry basket, trying to put basket onto head
12_Video_4.mp4;Unreal;12;01:13:00;01:14:00;A8 ;avatar;manual turning right 90 degrees
12_Video_4.mp4;Unreal;12;01:16:00;;A7;avatar;teleporting inside of basement room
12_Video_4.mp4;Unreal;12;01:20:00;;A7;avatar;teleporting inside of basement room
12_Video_4.mp4;Unreal;12;01:23:00;;A7;avatar;teleporting inside of basement room
12_Video_4.mp4;Unreal;12;01:25:00;01:29:00;A6;avatar, notebook;grabbing and dropping notebook
12_Video_4.mp4;Unreal;12;01:32:00;01:51:00;A6;avatar, green whiteboard marker;grabbing and dropping green whiteboard marker
12_Video_4.mp4;Unreal;12;01:33:00;01:34:00;A8;avatar;manual turning left 90 degrees
12_Video_4.mp4;Unreal;12;01:35:00;;A7;avatar;teleporting inside of basement room next to window
12_Video_4.mp4;Unreal;12;01:37:00;01:38:00;A6;green whiteboard marker, window;"writing letter ""H"" with green whiteboard marker onto window"
12_Video_4.mp4;Unreal;12;01:39:00;;A6;green whiteboard marker, window;"writing letter ""e"" with green whiteboard marker onto window"
12_Video_4.mp4;Unreal;12;01:40:00;;A6;green whiteboard marker, window;"writing letter ""l"" with green whiteboard marker onto window"
12_Video_4.mp4;Unreal;12;01:41:00;;A6;green whiteboard marker, window;"writing letter ""l"" with green whiteboard marker onto window"
12_Video_4.mp4;Unreal;12;01:42:00;;A6;green whiteboard marker, window;"writing letter ""o"" with green whiteboard marker onto window"
12_Video_4.mp4;Unreal;12;01:44:00;;A6;green whiteboard marker, window;"writing letter ""t"" with green whiteboard marker onto window"
12_Video_4.mp4;Unreal;12;01:45:00;;A6;green whiteboard marker, window;"writing letter ""h"" with green whiteboard marker onto window"
12_Video_4.mp4;Unreal;12;01:46:00;;A6;green whiteboard marker, window;"writing letter ""e"" with green whiteboard marker onto window"
12_Video_4.mp4;Unreal;12;01:47:00;01:48:00;A6;green whiteboard marker, window;"writing letters ""re"" with green whiteboard marker onto window"
12_Video_4.mp4;Unreal;12;01:50:00;;A6;green whiteboard marker, window;"writing ""!"" with green whiteboard marker onto window"
12_Video_4.mp4;Unreal;12;01:51:00;01:52:00;A4;avatar, window, soldier;knocking on window with right hand to get attention of soldier
12_Video_4.mp4;Unreal;12;01:52:00;01:53:00;A4;avatar, soldier;waving towards soldier with right hand
12_Video_4.mp4;Unreal;12;01:55:00;01:57:00;A8;avatar;manual turning 180 degrees
12_Video_4.mp4;Unreal;12;01:59:00;;A7;avatar;teleporting inside of basement 
