Video;Metaverse name;Editor;Timestamp (from);Timestamp (to);Action;Relevant Objects;Description
13_Video_1.mp4;Horizon Worlds;13;00:12:02:28;;S2;;Health update
13_Video_1.mp4;Horizon Worlds;13;00:12:02:28;00:12:04:11;A6;gun, shots;
13_Video_1.mp4;Horizon Worlds;13;00:12:04:12;00:12:04:18;A7;;restart game
13_Video_1.mp4;Horizon Worlds;13;00:12:09:18;00:12:09:27;A7;;Join the game
13_Video_1.mp4;Horizon Worlds;13;00:12:11:10;00:12:17:28;A1;;
13_Video_1.mp4;Horizon Worlds;13;00:12:17:29;00:12:18:05;A7;;restart game
13_Video_1.mp4;Horizon Worlds;13;00:12:23:07;00:12:23:16;A7;;join the game
13_Video_1.mp4;Horizon Worlds;13;00:12:23:25;;A1;;
13_Video_1.mp4;Horizon Worlds;13;00:12:43:06;00:12:47:00;A6;shots;
13_Video_1.mp4;Horizon Worlds;13;00:12:52:12;00:12:54:17;A6;shots;
13_Video_1.mp4;Horizon Worlds;13;00:12:53:27;00:12:54:26;S1;;
13_Video_1.mp4;Horizon Worlds;13;00:12:56:26;00:13:01:07;S1;;
13_Video_1.mp4;Horizon Worlds;13;00:13:02:24;00:13:05:25;A6;shots;
13_Video_1.mp4;Horizon Worlds;13;00:13:04:21;;A2;cactus;
13_Video_1.mp4;Horizon Worlds;13;00:13:06:00;00:13:10:27;A6;shots;
13_Video_1.mp4;Horizon Worlds;13;00:13:10:06;00:13:11:06;S1;;
13_Video_1.mp4;Horizon Worlds;13;00:13:17:05;00:13:19:08;A6;gun, shots;
13_Video_1.mp4;Horizon Worlds;13;00:13:19:09;00:13:19:18;A7;;restart game
13_Video_1.mp4;Horizon Worlds;13;00:13:24:09;00:13:24:18;A7;;Join the game
13_Video_1.mp4;Horizon Worlds;13;00:13:24:18;00:13:39:16;A1;;
13_Video_1.mp4;Horizon Worlds;13;00:13:39:17;00:13:39:22;A7;;restart game
13_Video_1.mp4;Horizon Worlds;13;00:13:44:22;00:13:45:02;A7;;Join the game
13_Video_1.mp4;Horizon Worlds;13;00:13:46:03;00:14:35:27;A1;;
13_Video_1.mp4;Horizon Worlds;13;00:13:48:24;;A6;gun;
13_Video_1.mp4;Horizon Worlds;13;00:13:55:07;00:13:59:08;A6;gun, shots;
13_Video_1.mp4;Horizon Worlds;13;00:14:14:25;00:14:23:39;A6;gun, shots;
13_Video_1.mp4;Horizon Worlds;13;00:14:35:28;00:14:36:04;A7;;restart game
13_Video_1.mp4;Horizon Worlds;13;00:14:40:29;00:14:41:09;A7;;Join the game
13_Video_1.mp4;Horizon Worlds;13;00:14:41:17;00:16:29:23;A1;;
13_Video_1.mp4;Horizon Worlds;13;00:14:47:03;00:14:52:23;A6;gun, shots;
13_Video_1.mp4;Horizon Worlds;13;00:15:32:17;00:15:37:15;A6;gun, shots;
13_Video_1.mp4;Horizon Worlds;13;00:15:42:04;00:15:52:14;A6;gun, shots;
13_Video_1.mp4;Horizon Worlds;13;00:16:02:10;00:16:14:25;A6;gun, shots;
13_Video_1.mp4;Horizon Worlds;13;00:16:29:24;00:16:30:01;A7;;teleport to location
13_Video_1.mp4;Horizon Worlds;13;00:16:30:10;00:16:34:18;S1;;
13_Video_1.mp4;Horizon Worlds;13;00:16:42:05;00:17:00:25;A6;gun, shots;
13_Video_1.mp4;Horizon Worlds;13;00:17:01:00;00:17:45:07;A1;;
13_Video_1.mp4;Horizon Worlds;13;00:17:20:06;00:17:26:00;A6;gun, shots;
13_Video_1.mp4;Horizon Worlds;13;00:17:42:19;00:17:45:07;A6;gun, shots;
13_Video_1.mp4;Horizon Worlds;13;00:17:45:08;00:17:45:14;A7;;restart game
13_Video_1.mp4;Horizon Worlds;13;00:17:47:07;00:17:52:15;S1;;
13_Video_1.mp4;Horizon Worlds;13;00:17:50:13;00:17:50:21;A7;;join the game
13_Video_1.mp4;Horizon Worlds;13;00:17:51:14;00:18:12:16;A1;;
13_Video_1.mp4;Horizon Worlds;13;00:17:55:04;00:18:01:03;A6;gun, shots;
13_Video_1.mp4;Horizon Worlds;13;00:18:01:03;;A8;;
13_Video_1.mp4;Horizon Worlds;13;00:18:07:23;;A6;rifle;
13_Video_1.mp4;Horizon Worlds;13;00:18:10:23;;A12;;
13_Video_1.mp4;Horizon Worlds;13;00:18:12:17;00:18:12:24;A7;;teleport to location
13_Video_1.mp4;Horizon Worlds;13;00:18:13:03;00:18:17:23;S1;;
13_Video_1.mp4;Horizon Worlds;13;00:18:14:28;00:18:17:21;A6;rifle,shots;
13_Video_1.mp4;Horizon Worlds;13;00:18:25:11;00:18:25:20;A7;;restart game
13_Video_1.mp4;Horizon Worlds;13;00:18:28:00;00:18:55:24;S1;;
13_Video_1.mp4;Horizon Worlds;13;00:18:30:13;;A7;;join the game
13_Video_1.mp4;Horizon Worlds;13;00:18:31:05;00:19:03:05;A1;;
13_Video_1.mp4;Horizon Worlds;13;00:18:42:25;00:18:46:06;A6;rifle,shots;
13_Video_1.mp4;Horizon Worlds;13;00:18:46:22;00:18:58:01;A6;rifle,shots;
13_Video_1.mp4;Horizon Worlds;13;00:19:03:06;00:19:03:12;A7;;restart game
13_Video_1.mp4;Horizon Worlds;13;00:19:08:11;00:19:08:22;A7;;join the game
13_Video_1.mp4;Horizon Worlds;13;00:19:09:03;00:20:51:12;A1;;
13_Video_1.mp4;Horizon Worlds;13;00:19:36:28;00:19:42:23;A6;rifle,shots;
13_Video_1.mp4;Horizon Worlds;13;00:19:44:16;00:20:02:09;A6;gun, shots;
13_Video_1.mp4;Horizon Worlds;13;00:20:02:09;;A9;;
13_Video_1.mp4;Horizon Worlds;13;00:20:35:20;00:20:51:12;A6;gun, shots;
13_Video_1.mp4;Horizon Worlds;13;00:20:51:13;00:20:51:29;A7;;restart game
13_Video_1.mp4;Horizon Worlds;13;00:20:56:21;00:20:56:29;A7;;join the game
13_Video_1.mp4;Horizon Worlds;13;00:20:57:05;00:21:35:23;A1;;
13_Video_1.mp4;Horizon Worlds;13;00:21:03:08;00:21:05:04;A6;gun, shots;
13_Video_1.mp4;Horizon Worlds;13;00:21:05:04;;A6;rifle;
13_Video_1.mp4;Horizon Worlds;13;00:21:07:17;00:21:12:05;A6;rifle,shots;
13_Video_1.mp4;Horizon Worlds;13;00:21:13:17;00:21:19:02;S1;;
13_Video_1.mp4;Horizon Worlds;13;00:21:20:19;00:21:28:13;A6;rifle,shots;
13_Video_1.mp4;Horizon Worlds;13;00:21:35:24;00:21:36:00;A7;;restart game
13_Video_1.mp4;Horizon Worlds;13;00:21:41:02;00:21:41:15;A7;;join the game
13_Video_1.mp4;Horizon Worlds;13;00:21:41:16;00:21:43:13;A1;;
13_Video_1.mp4;Horizon Worlds;13;00:21:43:14;00:21:43:20;A7;;game round end
13_Video_1.mp4;Horizon Worlds;13;00:21:57:23;00:22:01:10;S1;;system menu
13_Video_2.mp4;Horizon Worlds;13;00:00:00:00;00:00:05:10;S1;;System Menu
13_Video_2.mp4;Horizon Worlds;13;00:00:05:15;00:00:06:02;S0;;
13_Video_2.mp4;Horizon Worlds;13;00:00:07:12;00:00:15:23;S1;;System Menu
13_Video_2.mp4;Horizon Worlds;13;00:00:16:25;00:01:01:19;A1;;
13_Video_2.mp4;Horizon Worlds;13;00:00:50:02;00:00:51:21;A2;bush, fence;
13_Video_2.mp4;Horizon Worlds;13;00:00:53:21;00:00:53:11;A2;bush, fence;
13_Video_2.mp4;Horizon Worlds;13;00:00:53:11;00:00:57:00;A8;;Walk backwards, turn right
13_Video_2.mp4;Horizon Worlds;13;00:01:09:10;00:01:11:16;A4;hands;
13_Video_2.mp4;Horizon Worlds;13;00:01:14:00; 00:01:25:21;A1;;
13_Video_2.mp4;Horizon Worlds;13; 00:01:25:22;00:01:39:11;A7;;
13_Video_2.mp4;Horizon Worlds;13;00:01:43:10;00:01:56:22;A1;;
13_Video_2.mp4;Horizon Worlds;13;00:01:56:23;00:01:59:05;A9;;
13_Video_2.mp4;Horizon Worlds;13;00:01:59:05; 00:02:29:11;A1;;
13_Video_2.mp4;Horizon Worlds;13;00:02:29:11;00:02:31:24;A6;button;push to turn visibility of  elements on/off
13_Video_2.mp4;Horizon Worlds;13;00:02:44:07;00:02:51:10;A1;;
13_Video_2.mp4;Horizon Worlds;13;00:02:52:08;00:02:55:17;A6;can;grab a can
13_Video_2.mp4;Horizon Worlds;13;00:02:55:25;00:02:58:25;A6;can;grab a can
13_Video_2.mp4;Horizon Worlds;13;00:02:59:10;00:03:01:01;A6;can;try to throw a can
13_Video_2.mp4;Horizon Worlds;13;00:03:01:10;00:03:03:00;A6;can;place can on counter
13_Video_2.mp4;Horizon Worlds;13;00:03:05:24;00:03:11:05;A6;bag;grap a bag of chips
13_Video_2.mp4;Horizon Worlds;13;00:03:11:16;00:03:14:15;A6;bag;grap bags of chips
13_Video_2.mp4;Horizon Worlds;13;00:03:15:02;00:03:34:17;A6;bag, choclate bar;grab objects and bring to table
13_Video_2.mp4;Horizon Worlds;13;00:03:37:09;00:04:01:12;A1;;
13_Video_2.mp4;Horizon Worlds;13;00:04:02:29;00:04:22:17;A7;;
13_Video_2.mp4;Horizon Worlds;13;00:04:05:11;00:04:22:17;S0;;
13_Video_2.mp4;Horizon Worlds;13;00:04:22:24;00:04:47:29;A1;;
13_Video_2.mp4;Horizon Worlds;13;00:04:47:29;00:04:49:27;A6;button;interact with a button
13_Video_2.mp4;Horizon Worlds;13;00:04:58:15;00:04:59:09;A6;button;interact with a button
13_Video_2.mp4;Horizon Worlds;13;00:05:04:02;00:05:05:00;A6;button;interact with a button
13_Video_2.mp4;Horizon Worlds;13;00:05:06:28;00:05:07:26;A6;button;interact with a button
13_Video_2.mp4;Horizon Worlds;13;00:05:08:15;00:05:07:26;A6;button;interact with a button
13_Video_2.mp4;Horizon Worlds;13;00:05:09:00;00:05:09:14;S0;;
13_Video_2.mp4;Horizon Worlds;13;00:05:09:00;00:05:09:14;A6;button;interact with a button
13_Video_2.mp4;Horizon Worlds;13;00:05:14:07;00:05:16:06;A6;button;interact with a button
13_Video_2.mp4;Horizon Worlds;13;00:05:16:06;00:05:29:07;A1;;
13_Video_2.mp4;Horizon Worlds;13;00:05:29:07;00:05:33:20;A6;pupcorn bag;grab an empty popcorn bag, fill it
13_Video_2.mp4;Horizon Worlds;13;00:05:37:00;00:05:44:02;A6;pupcorn bag;grab a empty popcorn bag, fill it, walc around
13_Video_2.mp4;Horizon Worlds;13;00:05::40:10;00:05:46:12;A1;;
13_Video_2.mp4;Horizon Worlds;13;00:05:46:13;00:05:48:10;A4;hands;wave right hand
13_Video_2.mp4;Horizon Worlds;13;00:05:48:27;00:06:16:00;A5;avatar;
13_Video_2.mp4;Horizon Worlds;13;00:06:16:00;00:06:37:12;A1;;
13_Video_2.mp4;Horizon Worlds;13;00:06:37:13;00:06:47:23;S4;hands, watch;
13_Video_2.mp4;Horizon Worlds;13;00:06:47:24;00:07:07:17;S4;hands, watch;Taking a selfie
13_Video_2.mp4;Horizon Worlds;13;00:07:26:00;00:07:30:22;S4;;system menu
13_Video_3.mp4;Horizon Worlds;13;00:00:00:00;00:00:03:24;S4;;system menu
13_Video_3.mp4;Horizon Worlds;13;00:00:00:00;00:00:34:05;V1;;Chattery
13_Video_3.mp4;Horizon Worlds;13;00:00:04:23;00:00:15:05;A1;;
13_Video_3.mp4;Horizon Worlds;13;00:00:14:28;00:00:17:06;S4;hands, watch;
13_Video_3.mp4;Horizon Worlds;13;00:00:26:21;00:00:34:01;A1;;
13_Video_3.mp4;Horizon Worlds;13;00:00:34:01;00:00:54:18;S4;hands, watch;system menu
13_Video_3.mp4;Horizon Worlds;13;00:00:54:28;;S0;;
13_Video_3.mp4;Horizon Worlds;13;00:00:57:01;00:01:01:04;S4;hands, watch;
13_Video_3.mp4;Horizon Worlds;13;00:01:03:21;00:01:22:20;V1;;
13_Video_3.mp4;Horizon Worlds;13;00:01:03:04;00:01:45:06;A1;;
13_Video_3.mp4;Horizon Worlds;13;00:01:45:07;00:01:45:13;A7;;go back to start
13_Video_3.mp4;Horizon Worlds;13;00:01:45:06;;A2;;
13_Video_3.mp4;Horizon Worlds;13;00:01:45:14;00:01:50:08;A1;;
13_Video_3.mp4;Horizon Worlds;13;00:01:50:09;00:01:50:16;A7;;go back to start
13_Video_3.mp4;Horizon Worlds;13;00:01:50:17;00:01:55:26;A1;;
13_Video_3.mp4;Horizon Worlds;13;00:01:55:27;00:01:56:04;A7;;go back to start
13_Video_3.mp4;Horizon Worlds;13;00:01:56:05;00:02:00:16;A1;;
13_Video_3.mp4;Horizon Worlds;13;00:02:00:17;00:02:00:24;A7;;go back to start
13_Video_3.mp4;Horizon Worlds;13;00:02:00:25;00:02:09:22;A1;;
13_Video_3.mp4;Horizon Worlds;13;00:02:09:23;00:02:10:00;A7;;go back to start
13_Video_3.mp4;Horizon Worlds;13;00:02:10:01;00:02:22:09;A1;;
13_Video_3.mp4;Horizon Worlds;13;00:02:22:10;00:02:22:16;A7;;go back to start
13_Video_3.mp4;Horizon Worlds;13;00:02:22:17;00:02:36:07;A1;;
13_Video_3.mp4;Horizon Worlds;13;00:02:36:08;00:02:36:14;A7;;go back to start
13_Video_3.mp4;Horizon Worlds;13;00:02:36:15;00:02:46:02;A1;;
13_Video_3.mp4;Horizon Worlds;13;00:02:46:02;00:02:47:18;A6;headphones;put headphones on
13_Video_3.mp4;Horizon Worlds;13;00:02:47:18;00:02:59:23;A1;;
13_Video_3.mp4;Horizon Worlds;13;00:02:59:23;00:03:04:14;A6;hands, headphones;
13_Video_3.mp4;Horizon Worlds;13;00:03:04:14;00:03:08:17;V3;;music
13_Video_3.mp4;Horizon Worlds;13;00:03:10:01;00:03:10:22;A6;hands, headphones;
13_Video_3.mp4;Horizon Worlds;13;00:03:10:22;;V3;;music
13_Video_3.mp4;Horizon Worlds;13;00:03:17:11;00:03:28:14;A1;;
13_Video_3.mp4;Horizon Worlds;13;00:03:28:14;;A8;;
13_Video_3.mp4;Horizon Worlds;13;00:03:28:14;00:03:37:16;A1;;
13_Video_3.mp4;Horizon Worlds;13;00:03:38:05;;A6;button;button disappears
13_Video_3.mp4;Horizon Worlds;13;00:03:39:00;00:03:55:25;A1;;
13_Video_3.mp4;Horizon Worlds;13;00:03:56:01;;A6;button;button disappears
13_Video_3.mp4;Horizon Worlds;13;00:03:56:02;00:03:59:09;A1;;
13_Video_3.mp4;Horizon Worlds;13;00:03:59:09;;A6;button,hand;button disappears
13_Video_3.mp4;Horizon Worlds;13;00:04:00:03;00:04:01:19;A1;;
13_Video_3.mp4;Horizon Worlds;13;00:04:01:22;00:04:02:01;A7;;go back to start
13_Video_3.mp4;Horizon Worlds;13;00:04:02:02;00:04:04:12;A1;;
13_Video_3.mp4;Horizon Worlds;13;00:04:04:13;;A6;button;button disappears
13_Video_3.mp4;Horizon Worlds;13;00:04:04:14;00:04:17:00;A1;;
13_Video_3.mp4;Horizon Worlds;13;00:04:17:24;;A6;button;button disappears
13_Video_3.mp4;Horizon Worlds;13;00:04:17:25;00:04:20:09;A1;;
13_Video_3.mp4;Horizon Worlds;13;00:04:20:10;;A6;button;button disappears
13_Video_3.mp4;Horizon Worlds;13;00:04:20:12;00:04:24:23;A1;;
13_Video_3.mp4;Horizon Worlds;13;00:04:24:24;;A6;button;button disappears
13_Video_3.mp4;Horizon Worlds;13;00:04:24:25;00:04:27:26;A1;;
13_Video_3.mp4;Horizon Worlds;13;00:04:27:26;00:04:28:24;A6;button,hand;button disappears
13_Video_3.mp4;Horizon Worlds;13;00:04:28:24;00:04:31:20;A1;;
13_Video_3.mp4;Horizon Worlds;13;00:04:31:20;00:04:32:02;A6;button,hand;button disappears
13_Video_3.mp4;Horizon Worlds;13;00:04:32:02;00:04:40:04;A1;;
13_Video_3.mp4;Horizon Worlds;13;00:04:40:04;;A6;button;button disappears
13_Video_3.mp4;Horizon Worlds;13;00:04:41:00;00:04:51:00;A1;;
13_Video_3.mp4;Horizon Worlds;13;00:04:51:01;00:04:51:07;A7;;go back to start
13_Video_3.mp4;Horizon Worlds;13;00:04:51:08;00:04:58:01;A1;;
13_Video_3.mp4;Horizon Worlds;13;00:04:58:02;00:05:01:00;S4;;system menu
13_Video_4.mp4;Horizon Worlds;13;00:00:00:00;00:00:28:00;S4;;system menu, before starting horizon worlds
13_Video_4.mp4;Horizon Worlds;13;00:00:28:00;00:00:35:20;S4;;starting horizon worlds
13_Video_4.mp4;Horizon Worlds;13;00:00:35:20;00:00:53:09;A7;;loading start
13_Video_4.mp4;Horizon Worlds;13;00:00:53:09;00:00:54:15;S0;;
13_Video_4.mp4;Horizon Worlds;13;00:00:53:09;00:00:57:29;S4;;notification
13_Video_4.mp4;Horizon Worlds;13;00:00:57:29;00:01:19:24;S4;;
13_Video_4.mp4;Horizon Worlds;13;00:01:20:17;00:01:29:23;S4;;
13_Video_4.mp4;Horizon Worlds;13;00:01:29:23;00:01:50:05;A7;;loading world
13_Video_4.mp4;Horizon Worlds;13;00:01:46:00;00:01:50:05;V1;;
13_Video_4.mp4;Horizon Worlds;13;00:01:50:05;00:02:04:01;S4;;welcome screen
13_Video_4.mp4;Horizon Worlds;13;00:01:59:00;00:02:00:00;S0;;welcome voice
13_Video_4.mp4;Horizon Worlds;13;00:02:02:00;00:02:25:00;V1;;
13_Video_4.mp4;Horizon Worlds;13;00:02:42:00;00:02:11:13;A1;;
13_Video_4.mp4;Horizon Worlds;13;00:02:11:13;00:02:19:16;A6;undefined;Take and throw
13_Video_4.mp4;Horizon Worlds;13;00:02:19:17;00:02:25:00;A1;;
13_Video_4.mp4;Horizon Worlds;13;00:02:22:00;;A8;;
13_Video_4.mp4;Horizon Worlds;13;00:02:27:08;00:02:30:29;S1;notification;Pet The Mouse Pet The Running Mouse
13_Video_4.mp4;Horizon Worlds;13;00:02:30:29;00:02:37:24;A1;;
13_Video_4.mp4;Horizon Worlds;13;00:02:23:00;;A12;;
13_Video_4.mp4;Horizon Worlds;13;00:02:34:00;;A12;;
13_Video_4.mp4;Horizon Worlds;13;00:02:37:10;;A2;pot;
13_Video_4.mp4;Horizon Worlds;13;00:02:39:00;00:02:43:01;A1;;
13_Video_4.mp4;Horizon Worlds;13;00:02:43:01;00:02:47:26;A6;scoop;pickup the scoop and throw it in the pot
13_Video_4.mp4;Horizon Worlds;13;00:02:46:30;00:02:48:01;A1;;
13_Video_4.mp4;Horizon Worlds;13;00:02:42:00;00:02:43:10;V1;;hello
13_Video_4.mp4;Horizon Worlds;13;00:02:48:10;;A6;scoop;
13_Video_4.mp4;Horizon Worlds;13;00:02:48:10;00:03:08:06;A5,V1;;
13_Video_4.mp4;Horizon Worlds;13;00:03:08:06;;;;
13_Video_4.mp4;Horizon Worlds;13;00:03:21:15;00:03:25:27;A8;;
